year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2017,Nicollet County,Minnesota,33477,16748,16729,100.1,1920,2196,2070,2861,2610,4536,4067,4017,2224,2043,2771,1375,787,36.3,7415,26865,26062,23718,6225,4933,26062,13075,12987,100.7,4933,2268,2665,85.1,33477,32977,500,32977,31090,1014,62,18,20,0,20,550,108,27,103,123,65,22,120,20,92,0,0,0,0,0,261,500,163,146,96,8,33477,31525,1199,227,702,0,334,33477,1431,1111,83,25,212,32046,29994,989,46,550,0,38,429,1,428,13330,25333,12707,12626
2017,Douglas County,Minnesota,36891,18510,18381,100.7,1991,2318,2320,1942,2016,4237,3908,4629,2913,2650,4275,2533,1159,44.3,7877,29900,29014,27689,9508,7967,29014,14419,14595,98.8,7967,3675,4292,85.6,36891,36471,420,36471,35839,245,149,0,66,0,12,37,0,27,41,12,11,0,7,0,7,0,0,0,0,0,201,420,237,104,65,0,36891,36257,488,261,102,2,207,36891,570,294,17,27,232,36321,35473,236,111,37,0,47,417,3,414,20769,28915,14379,14536
2017,Grant County,Minnesota,5923,2972,2951,100.7,354,369,393,283,307,608,632,723,512,376,712,437,217,45.3,1308,4740,4615,4472,1609,1366,4615,2319,2296,101.0,1366,657,709,92.7,5923,5809,114,5809,5772,14,10,0,4,0,6,5,4,27,51,0,1,0,0,0,0,0,0,0,0,0,8,114,39,37,25,0,5923,5886,57,51,30,0,17,5923,125,84,3,0,38,5798,5660,14,10,5,0,2,107,2,105,3305,4596,2306,2290
2017,Kittson County,Minnesota,4384,2226,2158,103.2,245,310,198,282,222,351,439,580,350,380,493,297,237,47.9,945,3536,3439,3309,1215,1027,3439,1749,1690,103.5,1027,469,558,84.1,4384,4354,30,4354,4290,35,9,0,0,1,7,16,0,27,69,13,1,0,2,0,0,0,0,0,0,0,4,30,5,11,11,0,4384,4319,41,20,28,0,6,4384,91,90,0,0,1,4293,4208,34,9,16,0,2,24,2,22,2617,3392,1728,1664
2017,Le Sueur County,Minnesota,27810,14086,13724,102.6,1632,1872,1983,1799,1528,2994,3336,4119,2204,1755,2581,1457,550,41.4,6695,21871,21115,20237,5726,4588,21115,10638,10477,101.5,4588,2116,2472,85.6,27810,27491,319,27491,26720,244,65,0,21,0,0,120,0,27,79,4,38,4,63,8,3,3,3,0,0,0,339,319,36,124,118,0,27810,27027,291,200,255,17,355,27810,1597,1185,47,8,357,26213,25501,220,65,120,3,19,285,0,285,12583,20727,10443,10284
2017,Mahnomen County,Minnesota,5500,2767,2733,101.2,480,501,484,374,310,554,542,613,371,338,513,304,116,35.7,1708,3939,3792,3599,1147,933,3792,1871,1921,97.4,933,427,506,84.4,5500,5000,500,5000,2562,17,2353,5,2043,0,86,25,5,27,87,0,3,2,8,5,2,19,0,0,12,7,24,500,55,368,3,20,5500,3037,102,2756,33,30,57,5500,211,185,19,0,7,5289,2540,17,2229,25,19,4,455,0,455,2777,3782,1868,1914
2017,Chisago County,Minnesota,54297,28102,26195,107.3,3064,3130,4123,3598,2988,6407,7121,8846,4214,3179,4583,2174,870,40.9,12705,43152,41592,39790,9533,7627,41592,21519,20073,107.2,7627,3628,3999,90.7,54297,53496,801,53496,51825,736,259,7,116,0,6,518,32,27,25,206,32,3,61,8,176,11,2,9,0,0,147,801,190,320,209,8,54297,52618,965,618,747,15,186,54297,1092,850,69,5,168,53205,50953,729,244,518,11,2,748,0,748,21622,41208,21318,19890
2017,Redwood County,Minnesota,15430,7819,7611,102.7,890,1179,982,995,845,1559,1552,2045,1065,1089,1598,997,634,43.5,3674,12195,11756,11214,3830,3229,11756,5915,5841,101.3,3229,1451,1778,81.6,15430,15260,170,15260,13700,119,741,0,41,0,674,457,1,27,127,10,25,0,35,9,377,0,0,0,0,0,243,170,16,71,36,15,15430,13850,155,837,498,19,246,15430,480,401,12,0,67,14950,13514,116,700,457,0,12,151,0,151,7319,11575,5832,5743
2017,Yellow Medicine County,Minnesota,9930,5096,4834,105.4,591,658,630,615,512,1187,1028,1251,801,703,919,652,383,42.6,2293,7916,7637,7355,2369,1954,7637,3864,3773,102.4,1954,887,1067,83.1,9930,9759,171,9759,9187,51,389,1,15,0,356,60,1,27,173,2,3,1,3,1,49,0,0,0,0,0,72,171,22,107,15,0,9930,9348,82,507,75,8,90,9930,431,329,44,0,58,9499,8956,51,271,60,0,0,161,14,147,4771,7552,3816,3736
2017,Todd County,Minnesota,24423,12545,11878,105.6,1637,1782,1392,1525,1342,2319,2564,3177,1826,1935,2753,1523,648,43.7,5807,19231,18616,17910,6038,4924,18616,9531,9085,104.9,4924,2387,2537,94.1,24423,23925,498,23925,23300,99,138,0,26,0,32,104,18,27,153,7,23,0,14,0,42,0,0,0,0,0,284,498,143,203,64,0,24423,23780,271,352,190,11,332,24423,1347,1143,40,6,158,23076,22401,93,72,104,0,4,402,3,399,13098,18064,9225,8839
2017,Beltrami County,Minnesota,45847,22775,23072,98.7,3478,3399,2904,3657,4566,5739,4815,4919,2888,2758,3819,1981,924,33.4,11615,35325,34232,31364,8317,6724,34232,16855,17377,97.0,6724,3130,3594,87.1,45847,44206,1641,44206,33693,446,9582,38,8144,6,112,375,11,27,7,97,34,0,39,27,167,43,3,0,21,19,67,1641,258,1037,114,61,45847,35236,788,10746,495,91,161,45847,1018,700,97,42,179,44829,33221,400,9330,371,43,24,1440,4,1436,21185,33902,16680,17222
2017,Blue Earth County,Minnesota,65767,33054,32713,101.0,3683,3597,3677,5831,10921,8852,6907,6556,3673,3619,4540,2572,1339,30.6,12988,54199,52779,45663,10466,8451,52779,26389,26390,100.0,8451,3763,4688,80.3,65767,64201,1566,64201,60187,2199,199,8,124,0,32,1402,87,27,13,111,95,9,234,140,726,12,2,0,0,10,202,1566,709,152,449,38,65767,61629,3046,425,1909,46,340,65767,2131,1584,104,0,443,63636,58463,2152,199,1392,12,41,1377,4,1373,27707,51071,25432,25639
2017,Houston County,Minnesota,18709,9371,9338,100.4,970,1162,1208,1061,976,1881,2008,2622,1619,1468,1999,1201,534,45.4,4028,15153,14681,14173,4480,3734,14681,7283,7398,98.4,3734,1730,2004,86.3,18709,18473,236,18473,18166,136,41,12,10,0,10,94,0,27,55,81,8,0,0,0,5,2,0,0,2,0,34,236,71,62,40,13,18709,18376,231,123,151,45,34,18709,183,139,36,0,8,18526,18023,134,41,94,2,9,223,0,223,8693,14632,7247,7385
2017,Lac qui Parle County,Minnesota,6840,3411,3429,99.5,327,382,391,393,325,556,642,895,616,577,792,603,341,50.0,1354,5672,5486,5306,2038,1736,5486,2708,2778,97.5,1736,781,955,81.8,6840,6796,44,6796,6616,79,11,0,11,0,0,30,1,27,73,9,14,0,0,1,5,0,0,0,0,0,60,44,14,21,0,0,6840,6660,93,32,30,3,66,6840,144,108,7,0,29,6696,6536,79,11,30,0,2,38,0,38,3685,5399,2663,2736
2017,Lake of the Woods County,Minnesota,3841,2016,1825,110.5,158,239,242,112,251,266,377,584,380,386,485,249,112,51.1,721,3180,3120,3009,1087,846,3120,1632,1488,109.7,846,427,419,101.9,3841,3629,212,3629,3592,1,7,0,0,0,0,29,0,27,77,0,0,0,0,29,0,0,0,0,0,0,0,212,17,101,36,0,3841,3804,18,108,65,0,58,3841,67,60,7,0,0,3774,3590,1,7,29,0,0,147,0,147,3750,3091,1603,1488
2017,Otter Tail County,Minnesota,57790,29049,28741,101.1,3297,3517,3509,3426,2953,5499,5662,7607,4705,4636,6976,4034,1969,46.6,12518,46726,45272,43555,15734,12979,45272,22597,22675,99.7,12979,6070,6909,87.9,57790,56986,804,56986,55043,835,226,0,118,0,6,363,1,27,111,5,66,7,62,189,33,6,0,0,0,6,513,804,171,442,104,15,57790,55820,1055,705,497,28,528,57790,1870,1382,222,33,233,55920,53750,781,223,363,6,12,785,9,776,35966,44478,22251,22227
2017,Waseca County,Minnesota,18898,8978,9920,90.5,1081,1358,1233,1182,1050,2541,2382,2412,1373,1178,1650,957,501,39.6,4476,15004,14422,13899,3774,3108,14422,6750,7672,88.0,3108,1417,1691,83.8,18898,18576,322,18576,17666,394,180,0,66,25,27,111,28,27,161,2,11,9,41,0,20,2,0,2,0,0,223,322,129,15,75,0,18898,17960,551,195,214,12,288,18898,1085,881,27,0,177,17813,16892,394,167,111,0,0,249,0,249,7948,14063,6647,7416
2017,St. Louis County,Minnesota,200294,100596,99698,100.9,10336,10168,11470,13804,18276,23369,21610,25123,15850,14747,19738,10632,5171,41.0,38472,166367,161822,149643,44058,35541,161822,80815,81007,99.8,35541,16155,19386,83.3,200294,194858,5436,194858,185083,3199,3691,17,2670,5,118,2204,266,27,137,643,233,119,340,135,468,79,6,4,40,29,602,5436,1261,2649,695,233,200294,190183,4995,6879,3046,175,772,200294,3124,1837,330,154,803,197170,183032,3138,3563,2201,79,87,5070,23,5047,104113,159801,79850,79951
2017,Anoka County,Minnesota,344861,172482,172379,100.1,21670,23285,24141,22348,20039,45412,45966,52851,25836,20196,26919,11838,4360,38.2,83721,270872,261140,249091,54869,43117,261140,129665,131475,98.6,43117,19433,23684,82.1,344861,333757,11104,333757,291758,19145,2120,166,1171,22,213,14691,3145,27,3,1329,620,183,979,2646,5789,116,61,12,10,33,5927,11104,3561,2524,2646,97,344861,302163,23668,5386,17911,495,7224,344861,14597,9322,681,28,4566,330264,285056,18860,1852,14627,116,426,9327,173,9154,130250,251328,124674,126654
2017,Stearns County,Minnesota,155300,78126,77174,101.2,9886,10123,9644,13249,16873,19362,17025,19166,9779,8802,11543,6598,3250,34.1,35727,123512,119573,108622,26391,21391,119573,60008,59565,100.7,21391,9879,11512,85.8,155300,152796,2504,152796,138964,7881,518,0,239,0,135,3339,507,27,145,308,217,38,278,543,1448,33,24,9,0,0,2061,2504,812,388,522,49,155300,141185,9003,1015,4244,318,2329,155300,4951,3847,268,58,778,150349,136413,7834,449,3332,24,128,2169,10,2159,63619,114857,57534,57323
2017,Dakota County,Minnesota,414655,204016,210639,96.9,27207,28323,29739,27000,23971,54912,54908,61706,30444,24211,31330,15038,5866,37.7,102978,323723,311677,298283,65615,52234,311677,151371,160306,94.4,52234,23071,29163,79.1,414655,400980,13675,400980,344459,23507,1056,19,552,0,136,19581,4076,27,37,2225,1666,375,1395,4049,5795,204,170,34,0,0,12173,13675,5055,2314,3091,125,414655,357074,30202,4102,23810,634,13670,414655,28020,19408,2135,376,6101,386635,330377,23183,858,19549,163,972,11533,189,11344,163779,296543,143769,152774
2017,Lincoln County,Minnesota,5724,2882,2842,101.4,351,418,353,306,248,530,597,683,462,375,621,485,295,45.9,1319,4547,4405,4268,1628,1401,4405,2196,2209,99.4,1401,619,782,79.2,5724,5682,42,5682,5591,18,41,0,17,0,3,11,2,27,81,7,2,0,0,0,0,0,0,0,0,0,21,42,22,5,13,0,5724,5633,40,46,24,0,23,5724,99,87,0,0,12,5625,5536,18,20,11,0,0,40,0,40,3136,4402,2193,2209
2017,Lyon County,Minnesota,25789,12902,12887,100.1,1858,1746,1856,1854,1914,3368,3059,3078,1793,1462,1929,1171,701,35.6,6406,19960,19383,18025,4623,3801,19383,9589,9794,97.9,3801,1657,2144,77.3,25789,25372,417,25372,22719,862,111,0,12,0,3,969,16,27,83,81,84,0,23,16,749,1,0,1,0,0,710,417,112,85,125,0,25789,23132,982,229,1094,26,792,25789,1604,1110,12,0,482,24185,22019,849,96,941,1,0,279,0,279,11219,18603,9210,9393
2017,Marshall County,Minnesota,9397,4761,4636,102.7,576,586,628,554,503,1006,979,1249,749,674,931,632,330,43.4,2155,7490,7242,6951,2316,1893,7242,3707,3535,104.9,1893,890,1003,88.7,9397,9257,140,9257,9119,30,24,2,13,0,2,25,0,27,89,5,0,2,0,0,18,3,3,0,0,0,56,140,37,80,0,0,9397,9257,81,107,31,8,71,9397,397,322,8,0,67,9000,8805,30,22,25,3,0,115,0,115,4807,7152,3657,3495
2017,Mille Lacs County,Minnesota,25635,12847,12788,100.5,1648,1925,1592,1632,1297,3020,2999,3550,1845,1640,2473,1323,691,40.1,6250,20030,19385,18627,5541,4487,19385,9611,9774,98.3,4487,2016,2471,81.6,25635,24902,733,24902,23261,113,1259,16,1029,0,36,196,3,27,95,5,23,30,97,2,36,20,0,0,0,20,53,733,173,469,29,31,25635,23960,327,1782,238,25,59,25635,574,308,28,90,148,25061,22893,95,1223,144,0,13,693,3,690,12849,19263,9553,9710
2017,Renville County,Minnesota,14798,7535,7263,103.7,904,892,988,902,750,1519,1531,2009,1215,1109,1468,961,550,44.4,3358,11802,11440,11023,3613,2979,11440,5841,5599,104.3,2979,1389,1590,87.4,14798,14613,185,14613,13585,74,188,0,14,0,134,74,19,27,129,0,12,0,34,0,9,0,0,0,0,0,692,185,4,65,52,0,14798,13765,98,269,131,15,725,14798,1182,1127,9,0,46,13616,13145,74,178,74,0,0,145,0,145,7347,11179,5704,5475
2017,Washington County,Minnesota,250979,124207,126772,98.0,15258,17986,18153,17256,14091,29696,32620,38435,18272,15909,20100,9242,3961,39.2,62834,195831,188145,179667,42931,33303,188145,92275,95870,96.3,33303,15206,18097,84.0,250979,243573,7406,243573,216738,10300,989,1,508,0,160,13454,2552,27,163,2193,476,236,1138,921,5938,153,12,0,115,26,1939,7406,2386,1200,1969,121,250979,223468,13363,2813,16086,332,2952,250979,9847,6206,742,169,2730,241132,210116,10209,835,13440,139,232,6161,324,5837,96467,182534,89465,93069
2017,Carlton County,Minnesota,35408,18500,16908,109.4,1945,2375,2353,2149,1952,4220,4477,5026,2713,2363,3202,1660,973,40.7,8055,28151,27353,26244,7122,5835,27353,14314,13039,109.8,5835,2712,3123,86.8,35408,34334,1074,34334,31641,555,1885,7,1504,0,18,180,0,27,17,25,20,12,56,3,64,0,0,0,0,0,73,1074,173,591,116,84,35408,32626,838,2572,321,13,141,35408,601,372,101,22,106,34807,31256,555,1875,176,0,10,935,11,924,15923,27167,14179,12988
2017,Cook County,Minnesota,5270,2609,2661,98.0,214,211,206,216,229,553,531,686,483,563,880,369,129,52.1,782,4605,4488,4400,1775,1378,4488,2212,2276,97.2,1378,691,687,100.6,5270,5145,125,5145,4587,28,433,0,317,0,1,42,2,27,31,9,18,0,0,0,13,0,0,0,0,0,55,125,1,102,6,2,5270,4706,35,541,60,6,56,5270,109,72,0,1,36,5161,4537,28,430,42,0,0,124,1,123,5968,4258,2123,2135
2017,Kanabec County,Minnesota,15948,8101,7847,103.2,802,876,1146,969,862,1618,1811,2214,1268,1302,1816,944,320,44.5,3470,12933,12478,11936,3883,3080,12478,6320,6158,102.6,3080,1456,1624,89.7,15948,15697,251,15697,15372,64,144,11,67,0,2,72,0,27,65,0,10,0,38,0,24,2,0,0,0,2,43,251,77,92,8,7,15948,15584,177,272,112,34,50,15948,247,176,5,13,53,15701,15185,64,141,72,0,0,239,0,239,7880,12432,6279,6153
2017,Koochiching County,Minnesota,12776,6384,6392,99.9,575,730,680,719,655,1203,1261,1782,1258,1074,1529,890,420,48.6,2445,10678,10331,9935,3543,2839,10331,5151,5180,99.4,2839,1327,1512,87.8,12776,12603,173,12603,11956,111,468,0,226,0,0,68,0,27,71,22,11,0,15,2,18,0,0,0,0,0,0,173,18,155,0,0,12776,12129,129,623,68,0,0,12776,20,13,0,0,7,12756,11943,111,468,61,0,0,173,0,173,7903,10011,5090,4921
2017,Meeker County,Minnesota,23105,11697,11408,102.5,1437,1566,1686,1468,1136,2333,2696,3062,1718,1748,2305,1359,591,42.2,5654,18128,17451,16760,5323,4255,17451,8800,8651,101.7,4255,1977,2278,86.8,23105,22861,244,22861,22485,173,34,0,4,0,8,75,0,27,93,18,21,0,29,3,4,12,12,0,0,0,82,244,40,90,51,0,23105,22729,220,128,129,43,114,23105,867,705,0,5,157,22238,21793,133,14,75,12,7,204,0,204,10795,17132,8636,8496
2017,Morrison County,Minnesota,32880,16616,16264,102.2,1994,2137,2278,2032,1692,3728,3679,4549,2607,2261,3177,1747,999,41.7,7755,26047,25125,24111,7242,5923,25125,12574,12551,100.2,5923,2691,3232,83.3,32880,32501,379,32501,31868,202,85,0,60,0,0,166,13,27,97,4,16,3,7,84,39,0,0,0,0,0,180,379,110,171,26,0,32880,32242,324,273,192,2,238,32880,518,314,99,0,105,32362,31542,202,78,166,0,53,321,12,309,16053,24973,12466,12507
2017,Pennington County,Minnesota,14197,7115,7082,100.5,931,823,978,853,869,1925,1660,1789,841,1080,1305,781,362,39.5,3275,11252,10922,10492,3025,2448,10922,5449,5473,99.6,2448,1071,1377,77.8,14197,13968,229,13968,13339,223,237,0,83,5,77,129,18,27,113,9,10,0,8,80,4,2,1,0,0,1,38,229,71,86,37,0,14197,13568,303,338,178,14,52,14197,496,349,37,6,104,13701,12935,207,237,129,2,7,184,0,184,6441,10813,5370,5443
2017,Rice County,Minnesota,65251,33283,31968,104.1,3630,4223,4125,5534,6511,7397,7555,8744,4326,3799,5261,2938,1208,36.6,14395,52580,50856,45757,11683,9407,50856,25986,24870,104.5,9407,4265,5142,82.9,65251,64051,1200,64051,57383,3076,253,14,152,5,15,1435,71,27,131,526,56,23,111,282,366,27,4,10,13,0,1877,1200,248,270,330,0,65251,58524,3357,637,1928,39,2082,65251,5129,4126,167,131,705,60122,54519,3052,245,1435,27,39,805,19,786,24788,47864,24352,23512
2017,Steele County,Minnesota,36612,18225,18387,99.1,2411,2853,2458,2349,2066,4414,4159,5096,2413,2452,3023,1917,1001,39.3,9249,28402,27363,26021,7475,5941,27363,13631,13732,99.3,5941,2618,3323,78.8,36612,36206,406,36206,33268,1196,70,0,35,0,0,445,57,27,147,17,27,22,37,2,283,7,0,4,0,3,1220,406,153,108,77,0,36612,33651,1356,178,548,34,1258,36612,2733,2329,5,40,359,33879,31924,1156,59,343,7,0,390,22,368,15503,26833,13339,13494
2017,Wilkin County,Minnesota,6398,3214,3184,100.9,342,468,375,417,300,652,699,934,485,549,591,354,232,44.3,1465,5113,4933,4723,1520,1177,4933,2457,2476,99.2,1177,518,659,78.6,6398,6257,141,6257,6030,35,187,0,64,0,102,0,0,27,167,0,0,0,0,0,0,0,0,0,0,0,5,141,40,72,0,23,6398,6148,98,282,0,0,11,6398,45,18,0,0,27,6353,6016,35,167,0,0,0,135,0,135,3094,4923,2450,2473
2017,Red Lake County,Minnesota,4017,2033,1984,102.5,282,280,263,244,170,403,483,501,362,265,398,232,134,42.2,990,3145,3027,2908,911,764,3027,1506,1521,99.0,764,357,407,87.7,4017,3942,75,3942,3821,17,60,0,15,0,3,18,0,27,125,0,12,0,0,0,6,0,0,0,0,0,26,75,15,42,5,0,4017,3896,34,104,23,0,37,4017,140,111,3,0,26,3877,3720,12,57,14,0,4,70,6,64,1944,2992,1483,1509
2017,Aitkin County,Minnesota,15841,8079,7762,104.1,580,801,775,771,576,1182,1326,2019,1344,1490,2872,1691,414,54.5,2635,13553,13206,12867,5919,4977,13206,6691,6515,102.7,4977,2508,2469,101.6,15841,15559,282,15559,15062,79,349,6,257,6,11,62,18,27,1,13,3,1,3,7,17,2,2,0,0,0,5,282,83,139,20,0,15841,15333,173,512,97,13,19,15841,202,111,37,6,48,15639,14903,74,347,61,2,0,252,0,252,16478,13155,6661,6494
2017,Clay County,Minnesota,62040,30613,31427,97.4,4395,4364,3633,5423,6763,8616,7202,6995,3667,3107,3994,2509,1372,32.6,14749,48856,47291,42333,9729,7875,47291,23084,24207,95.4,7875,3467,4408,78.7,62040,60316,1724,60316,56814,1595,861,0,467,0,167,697,66,27,27,163,81,60,90,119,118,9,5,0,4,0,340,1724,418,552,458,44,62040,58392,2080,1491,1242,28,557,62040,2688,2137,121,37,393,59352,54901,1566,814,693,5,12,1361,34,1327,25587,46089,22482,23607
2017,Faribault County,Minnesota,13966,6975,6991,99.8,799,903,781,816,630,1415,1421,1814,1214,1059,1537,991,586,46.8,3057,11265,10909,10584,3769,3114,10909,5381,5528,97.3,3114,1348,1766,76.3,13966,13752,214,13752,13585,31,10,0,10,0,0,36,0,27,43,5,29,0,2,0,0,0,0,0,0,0,90,214,70,91,37,1,13966,13798,105,102,76,3,102,13966,898,725,3,3,167,13068,12788,31,10,36,0,1,202,3,199,7062,10700,5273,5427
2017,Murray County,Minnesota,8394,4178,4216,99.1,436,567,470,463,388,769,833,1075,722,608,1043,716,304,48.1,1776,6811,6618,6394,2432,2063,6618,3287,3331,98.7,2063,979,1084,90.3,8394,8331,63,8331,8134,53,22,0,16,4,0,94,14,27,101,14,5,0,0,0,61,0,0,0,0,0,28,63,30,23,8,0,8394,8197,83,45,102,0,30,8394,301,121,0,1,179,8093,7871,53,16,92,0,0,61,0,61,4630,6462,3202,3260
2017,Fillmore County,Minnesota,20825,10448,10377,100.7,1323,1425,1491,1205,1046,2146,2316,2620,1565,1508,2121,1260,799,42.5,5041,16318,15784,15204,5058,4180,15784,7835,7949,98.6,4180,1898,2282,83.2,20825,20678,147,20678,20434,101,20,0,9,0,3,101,0,27,45,14,33,11,8,0,35,3,3,0,0,0,19,147,35,54,45,4,20825,20575,142,85,146,7,22,20825,298,233,1,0,64,20527,20150,99,20,101,3,9,145,0,145,9934,15613,7727,7886
2017,Kandiyohi County,Minnesota,42577,21398,21179,101.0,2868,2769,3025,2418,2825,5319,4553,5174,3181,2997,3968,2353,1127,39.5,10260,33391,32317,30793,9181,7448,32317,16010,16307,98.2,7448,3349,4099,81.7,42577,41971,606,41971,37521,1846,168,8,38,0,14,347,0,27,67,57,8,0,28,32,222,0,0,0,0,0,2089,606,201,200,55,45,42577,38028,2111,413,459,23,2154,42577,5061,3630,93,166,1172,37516,34829,1788,73,324,0,17,485,9,476,19755,30521,15075,15446
2017,Lake County,Minnesota,10578,5426,5152,105.3,530,540,535,519,434,993,1085,1428,912,1018,1345,892,347,50.3,1945,8879,8633,8381,3218,2584,8633,4414,4219,104.6,2584,1286,1298,99.1,10578,10457,121,10457,10242,110,50,0,15,0,0,4,0,27,75,0,4,0,0,0,0,4,0,0,0,4,47,121,28,53,14,0,10578,10363,159,124,18,7,49,10578,153,55,0,44,54,10425,10131,110,50,4,4,7,119,0,119,7621,8533,4348,4185
2017,Polk County,Minnesota,31564,15988,15576,102.6,2101,2097,2084,2080,2071,3833,3284,4199,2261,2054,2850,1800,850,38.7,7509,24859,24055,22773,6617,5500,24055,12058,11997,100.5,5500,2466,3034,81.3,31564,30802,762,30802,29261,566,392,7,251,3,36,261,3,27,119,98,24,12,54,4,66,19,6,8,0,5,303,762,136,375,112,17,31564,30000,741,807,377,40,387,31564,1956,1391,82,5,478,29608,27748,556,356,261,15,3,669,0,669,14833,23472,11817,11655
2017,Rock County,Minnesota,9433,4641,4792,96.8,614,664,685,612,458,984,1065,1207,648,660,908,633,295,40.9,2370,7396,7063,6812,2228,1836,7063,3475,3588,96.9,1836,831,1005,82.7,9433,9381,52,9381,9084,95,66,4,14,0,3,94,0,27,133,0,1,0,1,0,92,0,0,0,0,0,42,52,20,8,1,11,9433,9125,126,85,107,0,54,9433,266,217,0,9,40,9167,8875,95,63,94,0,0,40,0,40,4270,6970,3426,3544
2017,Roseau County,Minnesota,15537,8004,7533,106.3,938,1042,1114,1102,881,1577,1802,2370,1218,1046,1347,731,369,41.4,3816,12212,11721,11174,3062,2447,11721,6037,5684,106.2,2447,1157,1290,89.7,15537,15218,319,15218,14457,135,184,0,98,0,17,415,0,27,135,2,76,0,28,104,205,3,0,0,0,3,24,319,14,181,67,12,15537,14743,163,384,503,26,39,15537,181,96,24,25,36,15356,14357,133,180,407,3,0,276,0,276,7541,11513,5945,5568
2017,Sibley County,Minnesota,14888,7530,7358,102.3,872,961,1125,976,742,1551,1825,2154,1191,886,1328,843,434,41.6,3603,11692,11285,10821,3115,2605,11285,5661,5624,100.7,2605,1149,1456,78.9,14888,14748,140,14748,14424,92,26,0,3,0,8,97,56,27,143,22,15,0,4,0,0,4,0,2,0,2,105,140,55,50,23,0,14888,14563,151,79,120,6,112,14888,1276,1179,5,0,92,13612,13260,92,26,97,0,4,133,7,126,6565,10826,5413,5413
