year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over.1,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more.1,race_race_alone_or_in_combination_with_one_or_more.2,race_race_alone_or_in_combination_with_one_or_more.3,race_race_alone_or_in_combination_with_one_or_more.4,race_race_alone_or_in_combination_with_one_or_more.5,race_race_alone_or_in_combination_with_one_or_more.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units
2014,Bradford County,Florida,27552,15369,12183,1541,1722,1326,1446,1717,4096,3544,4066,1994,1509,2356,1596,639,40.0,22106,21264,5401,4591,22106,12453,9653,4591,2087,2504,27552,27010,542,27010,21368,5449,36,18,0,0,0,118,0,65,2,17,28,0,12,7,6,4,0,4,0,0,35,542,257,164,3,40,27552,21825,5808,257,140,4,77,27552,1029,261,256,337,175,26523,20465,5422,36,118,4,0,478,0,478,10943
2014,Clay County,Florida,194868,95642,99226,11231,13709,14470,14543,11753,23085,26349,30002,12432,11972,15664,7034,2624,38.7,145872,137772,31952,25322,145872,70554,75318,25322,11474,13848,194868,187923,6945,187923,160247,18671,599,145,0,0,6,6015,717,759,3193,146,134,826,12,19,240,111,0,69,29,13,2280,6945,2342,1151,1293,317,194868,166289,21889,2500,8009,636,3288,194868,16524,3636,5749,1866,5273,178344,147565,18244,568,5741,111,333,5782,239,5543,76369
2014,Lafayette County,Florida,8821,5248,3573,459,492,546,651,769,1454,1209,1131,499,404,703,336,168,35.6,7028,6553,1472,1207,7028,4373,2655,1207,547,660,8821,8697,124,8697,6888,1539,0,0,0,0,0,5,0,0,5,0,0,0,12,67,0,0,0,0,0,0,265,124,14,20,0,11,8821,7001,1564,31,5,0,344,8821,1144,704,97,145,198,7677,6136,1483,0,5,0,8,45,0,45,3353
2014,Nassau County,Florida,74918,36734,38184,3906,4551,4361,4471,4372,7485,9537,11295,6150,5219,8510,3694,1367,43.8,59208,57027,16941,13571,59208,28806,30402,13571,6475,7096,74918,73974,944,73974,67783,4929,273,223,0,0,15,699,5,123,317,39,155,0,12,89,60,19,3,16,0,0,271,944,280,287,205,0,74918,68726,5220,560,941,56,406,74918,2695,1175,747,220,553,72223,65429,4908,273,699,19,72,823,56,767,35421
2014,Pinellas County,Florida,925030,443516,481514,42394,43239,45664,47615,49752,102785,106947,142752,72549,67279,103539,68070,32445,46.9,764176,735284,243687,204054,764176,361562,402614,204054,88511,115543,925030,903879,21151,903879,767248,95649,2423,480,50,69,62,28733,5570,3393,5342,736,767,7135,12,103,5790,765,180,67,88,430,9061,21151,8331,3000,4750,231,925030,786351,105903,6282,34959,1683,11976,925030,78298,19990,24683,10818,22807,846732,702358,93861,2205,28711,714,1582,17301,696,16605,503428
2014,St. Lucie County,Florida,283988,138722,145266,15668,17131,17473,17081,15751,30732,33682,39110,19430,17408,32393,20368,7761,43.3,222860,213310,70649,60522,222860,107268,115592,60522,27948,32574,283988,275513,8475,275513,206581,54271,1081,127,26,0,0,4525,1014,1505,666,98,222,424,12,111,596,64,0,0,0,64,8991,8475,3924,811,1020,84,283988,213859,59462,2367,6041,324,11028,283988,48603,14867,12316,6218,15202,235385,170801,53324,678,4511,64,453,5554,288,5266,136956
2014,Hendry County,Florida,38360,20653,17707,3030,2698,3289,2836,2878,5386,4882,4877,2225,1675,2601,1244,739,33.3,27648,26080,5611,4584,27648,14764,12884,4584,2294,2290,38360,37530,830,37530,27230,4713,711,47,5,33,7,323,100,25,114,8,8,10,12,51,58,39,0,0,39,0,4514,830,325,68,30,0,38360,27846,5169,806,452,68,4890,38360,19167,11826,1069,3233,3039,19193,13109,4572,571,323,39,178,401,0,401,14449
2014,Indian River County,Florida,140918,67809,73109,6335,7056,7321,7674,6718,12557,13740,18604,10194,10397,19843,13997,6482,50.2,115283,110884,46374,40322,115283,54659,60624,40322,18316,22006,140918,138458,2460,138458,121670,12735,280,102,0,6,0,1655,252,354,371,76,44,130,12,61,428,10,10,0,0,0,2108,2460,955,450,536,7,140918,124031,13877,846,2347,19,2393,140918,16338,8711,2497,1430,3700,124580,108116,12345,274,1641,10,70,2124,51,2073,76786
2014,Palm Beach County,Florida,1359074,657406,701668,70776,74723,76842,80236,78467,154437,163625,190337,89148,79773,141317,105232,54161,43.9,1087676,1039516,348385,300710,1087676,519045,568631,300710,131465,169245,1359074,1331741,27333,1331741,1025542,241136,2506,212,17,32,27,33688,9588,7247,5222,969,1252,4355,12,99,5055,702,62,155,80,405,28167,27333,9442,3940,4085,632,1359074,1047120,256072,8127,41650,2380,33262,1359074,271524,50941,40315,50116,130152,1087550,793341,234736,1543,33506,608,5048,18768,1655,17113,668464
2014,St. Johns County,Florida,203402,98729,104673,10213,12137,14671,13869,10919,20101,26357,31673,15744,13243,20215,9910,4350,42.6,157766,149705,42132,34475,157766,75611,82155,34475,15883,18592,203402,199066,4336,199066,182338,10965,395,159,45,0,6,4285,1647,640,549,245,455,247,12,109,502,187,18,0,23,146,896,4336,1091,807,1220,29,203402,186302,12595,1452,6117,623,1282,203402,11629,2447,3575,1385,4222,191773,172046,10777,318,4285,187,144,4016,163,3853,92936
2014,Miami-Dade County,Florida,2600861,1262305,1338556,153498,149427,150760,162896,185236,361959,376521,386805,157402,136495,201358,125881,52623,38.8,2051264,1945720,459230,379862,2051264,981196,1070068,379862,158312,221550,2600861,2565682,35179,2565682,1963920,489045,4192,257,130,0,34,41005,9512,12943,5659,1511,1631,3595,12,86,6154,701,126,151,32,392,66819,35179,10542,2415,4495,736,2600861,1992090,506134,9052,50126,2727,78867,2600861,1696171,55884,101253,909883,629151,904690,399395,441994,2359,39399,672,5545,15326,2194,13132,994596
2014,Flagler County,Florida,98843,47366,51477,4495,5154,5646,5499,4691,8516,10912,12538,6985,8159,15259,7727,3262,48.9,80047,76866,31008,26248,80047,37840,42207,26248,12496,13752,98843,96551,2292,96551,80341,11020,104,0,51,0,0,2339,192,136,799,215,54,166,12,35,777,76,12,6,0,58,2671,2292,922,116,248,103,98843,82224,12379,369,2850,113,3335,98843,9172,794,3313,1688,3377,89671,74528,10607,51,2291,66,396,1732,102,1630,48981
2014,Franklin County,Florida,11636,6779,4857,517,593,534,511,705,1813,1450,1639,900,809,1388,583,194,41.5,9685,9342,2597,2165,9685,5671,4014,2165,1096,1069,11636,11521,115,11521,9472,1797,50,14,0,0,6,73,38,0,8,0,0,0,12,37,27,10,0,0,2,8,119,115,44,13,37,0,11636,9566,1862,78,110,10,140,11636,564,192,123,79,170,11072,9165,1719,23,73,10,0,82,0,82,8610
2014,Hamilton County,Florida,14466,8698,5768,693,722,784,995,1827,1436,1762,2127,953,1079,1284,539,265,40.3,11773,10776,2742,2088,11773,7100,4673,2088,969,1119,14466,14100,366,14100,8790,4858,87,28,0,0,0,42,36,0,6,0,0,0,12,47,0,0,0,0,0,0,323,366,82,41,46,56,14466,8997,5068,184,130,34,419,14466,1318,662,167,231,258,13148,7966,4741,87,42,0,64,248,0,248,5746
2014,Liberty County,Florida,8302,5153,3149,430,484,453,468,790,1258,1298,1220,623,404,527,277,70,37.1,6624,6435,1121,874,6624,4265,2359,874,418,456,8302,8150,152,8150,6415,1420,85,0,0,0,46,44,37,0,7,0,0,0,12,77,0,0,0,0,0,0,186,152,81,48,7,8,8302,6559,1509,149,51,0,194,8302,491,382,62,25,22,7811,6128,1396,85,44,0,14,144,0,144,3296
2014,Sumter County,Florida,103708,53222,50486,2234,2330,2331,2525,2630,6473,7511,8518,6524,12113,32653,14326,3540,64.5,95337,93726,59208,50519,95337,48819,46518,50519,25000,25519,103708,102522,1186,102522,91654,9070,269,24,0,0,13,813,76,146,189,70,91,159,12,119,82,51,0,30,13,8,665,1186,277,373,65,25,103708,92599,9530,809,944,105,1001,103708,6025,2889,1411,606,1119,97683,86867,8827,232,778,40,81,858,1,857,58511
2014,Gadsden County,Florida,46865,23449,23416,3039,2956,3061,2523,3075,5870,5981,6907,3282,3446,3972,2081,672,40.2,36219,34377,8766,6725,36219,18194,18025,6725,2917,3808,46865,46275,590,46275,18531,25854,60,10,0,0,0,255,126,0,58,0,0,66,12,39,5,11,11,0,0,0,1564,590,246,78,0,10,46865,18996,26231,233,343,114,1623,46865,4752,3121,288,241,1102,42113,15595,25691,60,255,11,23,478,13,465,19473
2014,Holmes County,Florida,19741,10555,9186,1025,1233,1016,1262,1310,2452,2508,2760,1264,1337,2033,1119,422,42.1,15688,14993,4383,3574,15688,8414,7274,3574,1617,1957,19741,19290,451,19290,17654,1366,54,5,0,0,0,40,0,13,9,0,18,0,12,59,0,22,0,0,22,0,154,451,96,299,0,26,19741,18079,1488,383,44,22,180,19741,513,238,122,106,47,19228,17332,1355,54,40,22,0,425,0,425,8607
2014,Lee County,Florida,647554,317586,329968,32708,34005,35877,35040,34742,68809,70949,82727,44235,46948,90994,50066,20454,46.4,523770,502892,189828,161514,523770,254031,269739,161514,76922,84592,647554,637270,10284,637270,545605,55693,2084,343,66,14,65,10098,1991,2483,1715,335,272,1874,12,71,1428,102,5,26,13,58,23688,10284,3441,1575,1640,275,647554,554458,60710,4357,12374,327,26148,647554,122812,36058,27527,23542,35685,524742,452551,52929,1391,9783,35,1225,6828,691,6137,372769
2014,Marion County,Florida,334771,160708,174063,16850,18277,17122,18031,17696,33220,34457,42911,21754,24666,49673,30090,10024,47.8,271130,260583,104842,89787,271130,128076,143054,89787,41671,48116,334771,327234,7537,327234,273311,42256,1274,261,29,0,0,4705,1605,672,1048,69,405,424,12,83,482,104,10,67,7,20,5584,7537,2351,1479,1201,27,334771,279568,45699,2986,6697,531,7289,334771,38444,8754,17086,3560,9044,296327,243893,40888,1058,4613,104,514,5257,583,4674,163731
2014,Collier County,Florida,334474,164631,169843,16750,17839,17434,17776,16635,33162,35441,41699,19795,24155,49931,32635,11222,48.0,271488,260708,108372,93788,271488,132264,139224,93788,44537,49251,334474,330236,4238,330236,291481,22566,822,186,0,0,33,4207,744,864,319,64,249,1573,12,21,394,38,19,0,0,19,11122,4238,1398,821,592,49,334474,295326,24375,1787,4950,281,12159,334474,88094,36711,7035,21245,23103,246380,216765,21947,495,4140,19,449,2565,98,2467,199818
2014,Okeechobee County,Florida,39398,21173,18225,2359,2270,2848,2690,2530,4892,5177,5075,2576,2213,3923,2185,660,39.6,30246,28468,8207,6768,30246,16188,14058,6768,3283,3485,39398,38934,464,38934,33452,3453,331,0,37,0,0,350,72,0,166,0,0,0,12,93,112,0,0,0,0,0,1348,464,80,198,65,0,39398,33836,3607,529,463,32,1395,39398,9709,7962,562,496,689,29689,25360,3329,224,350,0,0,426,11,415,18335
2014,Pasco County,Florida,472745,229640,243105,24976,27451,28502,27378,23996,49985,59351,66742,30961,31166,55269,32515,14453,44.2,374458,359245,121522,102237,374458,179401,195057,102237,46691,55546,472745,461033,11712,461033,421022,22473,1415,317,56,0,14,10715,2520,1375,1942,238,639,2648,12,101,1353,332,227,15,35,55,5076,11712,3654,2002,1956,198,472745,431447,27342,3872,13626,742,8054,472745,59716,11274,23370,9100,15972,413029,370986,21185,1274,10487,294,664,8139,819,7320,230616
2014,Highlands County,Florida,98261,47726,50535,4864,4947,4957,4793,4544,8689,8781,11062,6463,6689,16432,11728,4312,51.9,80482,77231,36597,32472,80482,38771,41711,32472,15179,17293,98261,96592,1669,96592,82654,9243,621,218,0,0,0,1438,236,124,582,26,6,135,12,55,329,91,0,67,9,15,2545,1669,491,438,149,21,98261,84092,9965,1106,1760,236,2873,98261,17678,8083,5876,1830,1889,80583,68388,9013,327,1380,91,13,1371,29,1342,55150
2014,Suwannee County,Florida,43404,22040,21364,2607,2546,2754,2619,2929,5236,4834,5814,2922,3064,4573,2790,716,41.4,33932,32392,10017,8079,33932,17179,16753,8079,3654,4425,43404,42599,805,42599,35871,5780,134,12,0,0,0,123,0,40,43,0,0,0,12,121,40,0,0,0,0,0,691,805,225,271,173,10,43404,36629,6056,419,362,42,771,43404,3848,1990,470,630,758,39556,32801,5640,122,123,0,203,667,0,667,19004
2014,DeSoto County,Florida,34785,19627,15158,2064,2069,2097,2313,2694,4602,4072,4258,2136,1982,3735,2228,535,39.2,27307,25691,7751,6498,27307,15688,11619,6498,3156,3342,34785,34391,394,34391,28654,4528,95,11,0,0,0,196,14,2,118,51,11,0,12,27,0,0,0,0,0,0,918,394,81,91,41,25,34785,28990,4667,211,241,20,1050,34785,10525,9254,466,395,410,24260,19303,4421,55,196,0,24,261,5,256,14664
2014,Calhoun County,Florida,14657,7990,6667,764,960,877,740,932,2156,1921,2089,947,869,1317,862,223,39.1,11572,11230,2813,2402,11572,6485,5087,2402,1128,1274,14657,14345,312,14345,11947,1947,219,20,0,0,14,92,0,26,0,3,0,6,12,13,57,0,0,0,0,0,140,312,65,60,23,20,14657,12191,2121,372,185,86,184,14657,809,469,64,119,157,13848,11334,1947,219,92,0,0,256,0,256,5946
2014,Columbia County,Florida,67662,34883,32779,4064,4064,4390,3846,5069,8655,7685,9592,4667,4502,6452,3612,1064,40.4,52782,50155,13650,11128,52782,27280,25502,11128,5063,6065,67662,65822,1840,65822,52253,12052,230,128,0,0,0,424,12,45,171,23,100,32,12,23,41,25,25,0,0,0,838,1840,652,538,203,44,67662,53791,12796,812,883,259,1016,67662,3523,774,1347,373,1029,64139,49892,11948,219,424,25,24,1607,43,1564,28460
2014,Dixie County,Florida,16137,8760,7377,898,888,854,905,884,1602,1862,2414,1502,1031,2037,1027,233,45.9,13027,12335,3942,3297,13027,7106,5921,3297,1671,1626,16137,15811,326,15811,14081,1627,40,14,0,0,0,53,32,0,12,9,0,0,12,29,0,0,0,0,0,0,10,326,100,133,34,0,16137,14353,1786,178,95,0,56,16137,377,116,187,19,55,15760,13846,1561,40,44,0,0,269,0,269,9225
2014,Putnam County,Florida,73191,36168,37023,4359,4706,4356,4302,4283,7689,7859,10094,5517,5358,8309,4800,1559,43.9,57010,54468,17666,14668,57010,27882,29128,14668,6856,7812,73191,71557,1634,71557,56857,11855,246,89,0,0,0,473,55,64,199,23,40,0,12,107,92,88,0,0,0,88,2038,1634,712,518,126,96,73191,58346,12685,876,623,123,2185,73191,6848,3619,1761,395,1073,66343,52693,11541,242,454,88,36,1289,42,1247,36961
2014,Union County,Florida,15258,10064,5194,767,796,809,987,1018,2294,2036,2596,1381,875,1146,428,125,40.0,12302,11577,2313,1699,12302,8581,3721,1699,1041,658,15258,14886,372,14886,11282,3066,172,49,0,0,58,105,22,0,56,0,0,27,12,125,0,2,0,2,0,0,259,372,212,76,20,18,15258,11590,3342,266,125,2,305,15258,779,215,223,191,150,14479,10784,3056,147,105,2,34,351,25,326,4479
2014,Manatee County,Florida,335840,162371,173469,17806,19032,18634,18266,17314,34162,36710,44475,23671,23554,43676,27603,10937,46.3,268761,257841,95921,82216,268761,128196,140565,82216,37882,44334,335840,330413,5427,330413,282584,30097,919,230,18,0,16,5797,1704,1152,987,175,105,973,12,81,701,205,46,50,0,109,10811,5427,1897,942,988,107,335840,287308,32769,2197,7279,429,11657,335840,51384,27398,7065,4590,12331,284456,243767,29155,624,5720,205,533,4452,166,4286,175211
2014,Levy County,Florida,40057,19818,20239,2077,2306,2367,2593,1832,4014,4314,5793,3350,2969,5094,2535,813,46.1,31835,30261,10226,8442,31835,15462,16373,8442,4201,4241,40057,39191,866,39191,35022,3685,169,37,0,0,0,157,94,35,0,0,0,0,12,75,28,1,0,1,0,0,157,866,226,254,28,88,40057,35670,4027,600,330,154,261,40057,3122,1413,1072,285,352,36935,32174,3661,169,157,1,0,773,15,758,19985
2014,Baker County,Florida,27057,14116,12941,1713,1812,2220,1668,2082,3494,3599,3987,1791,1423,2023,962,283,36.3,20214,19097,4082,3268,20214,10503,9711,3268,1454,1814,27057,26888,169,26888,22713,3849,43,24,0,0,0,163,28,34,30,4,27,24,12,3,16,0,0,0,0,0,120,169,103,17,24,0,27057,22857,3964,60,206,13,126,27057,598,253,131,56,158,26459,22246,3844,43,163,0,0,163,0,163,9640
2014,Volusia County,Florida,498981,243169,255812,24006,25390,25616,29243,31845,52883,54195,71657,37686,35812,58636,36094,15918,46.0,407185,386982,132085,110648,407185,196460,210725,110648,49711,60937,498981,489017,9964,489017,411057,52132,1927,484,75,90,40,8396,2446,1619,1704,292,427,744,12,127,1164,219,122,30,0,67,15286,9964,3391,1889,1404,393,498981,419432,57096,5008,10456,321,17337,498981,58558,11160,28587,4407,14404,440423,370295,50656,1348,8293,204,2111,7516,765,6751,254867
2014,Leon County,Florida,280882,133487,147395,15074,15404,14504,26687,47161,39970,30042,32211,16536,14248,16993,8257,3795,29.9,226838,196828,36919,29045,226838,106104,120734,29045,12409,16636,280882,275035,5847,275035,175713,87092,1000,105,0,0,0,8838,3049,2212,1189,142,1009,533,12,73,704,38,0,0,12,26,2354,5847,1834,837,1224,373,280882,180373,90048,2507,10610,256,3341,280882,16753,3624,3810,3468,5851,264129,163209,85980,805,8680,38,511,4906,207,4699,125234
2014,Madison County,Florida,18901,9894,9007,1096,974,1145,1116,1324,2393,2238,2762,1371,1251,1813,930,488,41.4,14987,14283,3899,3231,14987,7857,7130,3231,1435,1796,18901,18537,364,18537,10771,7330,9,0,0,0,0,26,0,12,3,6,0,5,12,79,0,72,72,0,0,0,329,364,149,79,2,25,18901,11101,7613,145,102,140,332,18901,918,296,237,105,280,17983,10321,7194,9,26,72,0,361,0,361,8446
2014,Union County,Georgia,21553,10477,11076,785,1421,1051,1076,859,1729,2068,2789,1574,1944,3729,1956,572,51.8,17645,17105,7352,6257,17645,8506,9139,6257,2920,3337,21553,21282,271,21282,20847,155,5,0,0,0,0,131,0,74,51,0,0,0,13,291,6,8,0,8,0,0,136,271,1,226,44,0,21553,21118,156,231,175,8,136,21553,582,434,24,22,102,20971,20401,155,5,131,8,0,271,0,271,14147
2014,White County,Georgia,27594,13619,13975,1372,1821,1636,1748,1723,2729,3285,4007,2392,1654,3175,1711,341,43.7,21648,20775,6153,5227,21648,10486,11162,5227,2405,2822,27594,27417,177,27417,26257,944,25,25,0,0,0,30,6,13,11,0,0,0,13,311,0,0,0,0,0,0,161,177,69,70,36,0,27594,26432,1015,95,68,0,161,27594,733,209,343,12,169,26861,25659,944,15,30,0,36,177,0,177,16038
2014,Paulding County,Georgia,145565,71169,74396,10304,12012,12571,10910,8779,18561,25026,21393,7989,6005,7854,3331,830,34.8,103463,98012,15396,12015,103463,49646,53817,12015,5209,6806,145565,143245,2320,143245,114626,25683,334,221,0,0,0,1261,359,96,86,125,266,131,13,223,198,19,19,0,0,0,1322,2320,767,462,508,63,145565,116617,26816,957,1884,51,1700,145565,7807,3736,1726,267,2078,137758,108519,25369,334,1261,19,259,1997,53,1944,52521
2014,Richmond County,Georgia,201244,97458,103786,14695,12861,13506,13978,17984,31524,23108,25855,12962,10665,13847,7463,2796,33.3,152583,142204,30206,24106,152583,72705,79878,24106,10004,14102,201244,195514,5730,195514,79422,109683,674,132,0,0,26,3322,468,422,776,212,607,244,13,245,593,452,40,0,114,298,1961,5730,2583,431,582,331,201244,83759,113663,1843,4810,897,2581,201244,8889,3052,3608,428,1801,192355,74751,107963,583,3322,445,325,4966,155,4811,86703
2014,Berrien County,Georgia,19091,9372,9719,1225,1117,1620,1208,1145,2349,2510,2690,1232,1104,1736,916,239,38.6,14409,13623,3588,2891,14409,7013,7396,2891,1285,1606,19091,18639,452,18639,16153,2070,14,11,0,0,0,112,0,3,84,4,0,0,13,19,21,0,0,0,0,0,290,452,86,95,37,8,19091,16439,2287,151,156,7,509,19091,929,618,182,11,118,18162,15717,2070,14,112,0,41,208,10,198,8685
2014,Barrow County,Georgia,70873,35103,35770,5167,6004,5439,4698,4095,10649,10501,9573,3789,3548,4596,2286,528,34.4,51246,48817,9254,7410,51246,24718,26528,7410,3064,4346,70873,69352,1521,69352,57049,8387,236,43,0,0,0,2480,157,109,67,5,82,217,13,13,1843,0,0,0,0,0,1200,1521,756,200,143,84,70873,58369,9381,671,2726,51,1320,70873,6530,3996,875,196,1463,64343,52508,8096,43,2480,0,29,1187,0,1187,26508
2014,Clinch County,Georgia,6777,3286,3491,635,486,500,328,401,918,817,867,319,497,654,275,80,36.5,4928,4738,1324,1009,4928,2359,2569,1009,500,509,6777,6654,123,6654,4566,1820,59,0,0,0,0,18,0,0,0,0,0,10,13,65,8,0,0,0,0,0,191,123,83,25,9,0,6777,4688,1903,85,27,0,197,6777,268,232,0,0,36,6509,4513,1805,56,18,0,0,117,0,117,2991
2014,Grady County,Georgia,25239,12491,12748,1793,1791,1873,1577,1478,3222,3013,3446,1792,1418,2285,1163,388,38.5,18794,17946,4725,3836,18794,9118,9676,3836,1721,2115,25239,24732,507,24732,15970,7148,19,2,0,0,0,65,52,0,0,8,0,5,13,131,0,29,0,0,0,29,1501,507,231,241,1,0,25239,16476,7381,292,98,31,1501,25239,2656,1934,183,5,534,22583,14937,7107,19,65,29,5,421,0,421,10746
2014,Whitfield County,Georgia,103132,51158,51974,7658,8196,8145,7216,7237,13644,13977,13849,6273,4625,6906,4032,1374,34.6,74662,70554,14948,12312,74662,36713,37949,12312,5372,6940,103132,100775,2357,100775,90077,4239,284,98,0,0,20,1220,525,188,105,27,72,101,13,313,202,0,0,0,0,0,4955,2357,586,455,282,5,103132,92102,5111,832,1641,253,5680,103132,33644,26894,1563,1016,4171,69488,62959,3961,155,1220,0,72,1121,0,1121,39777
2014,Macon County,Georgia,14232,7806,6426,760,550,1100,1002,987,1977,1779,2128,1153,850,1262,483,201,39.8,11264,10558,2485,1946,11264,6233,5031,1946,859,1087,14232,14153,79,14153,4835,8865,55,14,0,0,0,221,17,41,49,7,0,81,13,193,26,0,0,0,0,0,177,79,53,16,0,0,14232,4907,8918,71,224,7,187,14232,216,174,10,26,6,14016,4672,8831,55,221,0,163,74,7,67,6074
2014,Harris County,Georgia,32539,16173,16366,1649,2220,1983,2423,1657,2896,4517,5433,2869,2131,3034,1110,617,43.1,25120,23903,5995,4761,25120,12371,12749,4761,2195,2566,32539,31893,646,31893,25849,5419,112,67,0,0,0,214,51,4,36,0,123,0,13,145,0,0,0,0,0,0,299,646,217,102,157,6,32539,26431,5737,285,407,22,368,32539,989,219,215,68,487,31550,25142,5409,112,214,0,74,599,28,571,13542
2014,Worth County,Georgia,21365,10293,11072,1341,1496,1297,1457,1371,2446,2578,3125,1553,1351,2076,871,403,40.0,16327,15607,4054,3350,16327,7733,8594,3350,1433,1917,21365,21143,222,21143,14861,6143,30,0,0,0,0,72,0,0,13,34,25,0,13,321,0,0,0,0,0,0,37,222,170,20,0,0,21365,15071,6313,55,79,21,48,21365,423,360,7,44,12,20942,14499,6143,12,72,0,0,216,5,211,9237
2014,Dooly County,Georgia,14443,7959,6484,748,784,967,838,979,1741,2054,2148,1155,894,1319,625,191,41.3,11492,10899,2700,2135,11492,6355,5137,2135,979,1156,14443,14362,81,14362,6629,7471,11,5,0,0,0,30,0,15,0,0,15,0,13,93,0,0,0,0,0,0,221,81,20,16,0,0,14443,6709,7492,27,31,0,265,14443,971,594,4,47,326,13472,6224,7145,11,30,0,25,37,0,37,6275
2014,Webster County,Georgia,2744,1374,1370,110,224,112,186,197,234,330,352,302,223,349,107,18,43.9,2204,2102,593,474,2204,1118,1086,474,215,259,2744,2744,0,2744,1329,1415,0,0,0,0,0,0,0,0,0,0,0,0,13,307,0,0,0,0,0,0,0,0,0,0,0,0,2744,1329,1415,0,0,0,0,2744,0,0,0,0,0,2744,1329,1415,0,0,0,0,0,0,0,1482
2014,Glascock County,Georgia,3086,1521,1565,161,250,227,219,155,296,407,476,228,122,259,173,113,40.5,2311,2220,631,545,2311,1084,1227,545,227,318,3086,2989,97,2989,2743,238,0,0,0,0,0,0,0,0,0,0,0,0,13,125,0,0,0,0,0,0,8,97,9,67,10,0,3086,2840,247,67,10,0,19,3086,44,22,0,8,14,3042,2718,238,0,0,0,0,86,0,86,1509
2014,Chatham County,Georgia,275303,132864,142439,18976,16229,16957,18848,25268,44597,32832,34312,16240,15451,20265,10429,4899,34.2,213880,197936,44955,35593,213880,101535,112345,35593,15204,20389,275303,269463,5840,269463,148598,109299,595,152,17,44,0,7018,1458,1395,796,304,701,1498,13,51,866,235,64,14,9,148,3718,5840,1808,781,1001,339,275303,153238,112391,1909,8859,589,4658,275303,15990,8193,3267,377,4153,259313,137615,108646,509,6985,235,313,5010,382,4628,121009
2014,Johnson County,Georgia,9850,5523,4327,480,523,644,689,588,1204,1507,1469,742,556,854,357,237,40.5,7850,7396,1799,1448,7850,4544,3306,1448,666,782,9850,9771,79,9771,6168,3377,1,0,0,0,0,192,185,2,0,0,5,0,13,167,0,0,0,0,0,0,33,79,23,30,9,0,9850,6235,3417,36,201,0,45,9850,79,51,9,0,19,9771,6127,3377,1,192,0,7,67,0,67,4089
2014,Madison County,Georgia,28142,13880,14262,1656,1757,2021,1818,1644,3456,3560,4339,1786,1978,2621,1171,335,39.6,21533,20470,5339,4127,21533,10506,11027,4127,1908,2219,28142,27719,423,27719,24113,2328,101,5,0,0,0,280,26,0,5,23,1,0,13,195,225,0,0,0,0,0,897,423,296,46,13,0,28142,24536,2624,147,293,0,965,28142,1222,844,8,20,350,26920,23810,2319,101,280,0,47,363,8,355,11760
