year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over.1,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more.1,race_race_alone_or_in_combination_with_one_or_more.2,race_race_alone_or_in_combination_with_one_or_more.3,race_race_alone_or_in_combination_with_one_or_more.4,race_race_alone_or_in_combination_with_one_or_more.5,race_race_alone_or_in_combination_with_one_or_more.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units
2014,St. Clair County,Alabama,85242,42650,42592,5347,5196,6064,4903,5031,11132,12009,12565,5396,5555,7402,3600,1042,39.5,65340,62972,15215,12044,65340,32282,33058,12044,5441,6603,85242,84425,817,84425,75106,7952,350,108,0,0,0,577,219,52,124,17,8,115,1,115,42,4,0,0,0,4,436,817,251,334,189,0,85242,75920,8220,711,776,4,455,85242,1861,1536,102,7,216,83381,73778,7888,350,577,4,36,748,16,732,35718
2014,Baldwin County,Alabama,191205,93229,97976,11402,12232,12145,11940,10219,21850,24316,27038,12900,13381,19971,10271,3540,41.8,148019,141815,41941,33782,148019,71359,76660,33782,15674,18108,191205,187678,3527,187678,165673,17907,999,262,0,0,0,1256,117,420,273,49,79,119,1,3,199,0,0,0,0,0,1843,3527,1031,1428,394,42,191205,168686,19046,2547,2110,24,2394,191205,8630,5899,561,260,1910,182575,159047,17833,929,1256,0,200,3310,385,2925,105563
2014,Houston County,Alabama,103079,49416,53663,6634,6884,7136,6447,6255,13223,13290,14357,7081,6036,8952,5068,1716,38.7,78223,74945,19072,15736,78223,36616,41607,15736,6717,9019,103079,101221,1858,101221,72001,26960,390,75,0,17,5,845,182,92,47,66,59,313,1,69,86,4,4,0,0,0,1021,1858,750,544,222,128,103079,73611,27966,1095,1167,50,1126,103079,3251,2150,308,145,648,99828,70059,26765,328,831,0,95,1750,27,1723,45844
2014,Tuscaloosa County,Alabama,198670,96008,102662,12000,11032,12229,17609,25965,29291,22854,23273,12074,10091,12501,6676,3075,31.6,156544,139481,28075,22252,156544,74669,81875,22252,9412,12840,198670,196884,1786,196884,132211,60376,368,135,0,0,0,2802,657,809,120,55,467,27,1,125,667,5,0,5,0,0,1122,1786,535,546,328,121,198670,133796,61164,1069,3281,84,1182,198670,6319,4018,428,91,1782,192351,126998,60158,328,2793,5,320,1749,9,1740,86240
2014,Coffee County,Alabama,50726,25135,25591,3289,3077,3632,3310,3055,6683,6876,6949,3302,2900,4291,2461,901,38.2,38602,36692,9246,7653,38602,18899,19703,7653,3307,4346,50726,49167,1559,49167,39064,8671,445,43,0,2,0,696,50,82,69,4,445,21,1,31,25,0,0,0,0,0,291,1559,378,620,218,88,50726,40478,9225,1214,1051,80,370,50726,3236,1671,603,44,918,47490,36434,8576,385,673,0,27,1395,5,1390,22648
2014,Pike County,Alabama,33216,15785,17431,1837,1935,1685,2993,5488,3986,3483,3713,1878,1799,2541,1471,407,31.1,26636,23248,5363,4419,26636,12547,14089,4419,1889,2530,33216,32625,591,32625,19497,12103,258,5,0,0,0,724,97,354,43,0,130,71,1,109,29,0,0,0,0,0,43,591,177,82,24,25,33216,19885,12501,456,813,14,210,33216,750,423,293,7,27,32466,18995,12087,258,724,0,0,402,0,402,15514
2014,Chambers County,Alabama,34091,16271,17820,2008,2000,2047,2128,2087,3846,4228,4929,2592,2185,3396,1876,769,43.1,26693,25534,7175,6041,26693,12503,14190,6041,2474,3567,34091,33807,284,33807,19771,13722,61,43,0,0,0,214,9,0,35,1,158,0,1,17,11,8,0,0,0,8,31,284,138,100,14,15,34091,20023,13875,176,245,8,48,34091,158,96,0,0,62,33933,19651,13715,61,214,8,0,284,17,267,16944
2014,Montgomery County,Alabama,228850,108811,120039,15675,15427,15207,16833,18540,32934,28736,29844,14156,12796,15773,9423,3506,34.9,172947,161762,35612,28702,172947,80368,92579,28702,11805,16897,228850,225731,3119,225731,90109,127389,593,301,17,8,0,5216,1019,637,447,157,1870,479,1,101,607,36,0,36,0,0,2388,3119,1063,395,332,206,228850,92270,129269,1381,6115,155,3011,228850,7956,4688,688,249,2331,220894,85400,126780,480,5191,31,186,2826,493,2333,102603
2014,Henry County,Alabama,17270,8226,9044,941,991,1109,990,932,1717,2272,2364,1345,1297,1939,989,384,43.1,13517,13174,4081,3312,13517,6379,7138,3312,1448,1864,17270,17165,105,17165,12050,4777,0,0,0,0,0,218,128,68,0,0,22,0,1,67,0,0,0,0,0,0,120,105,22,58,0,0,17270,12145,4809,58,228,0,135,17270,418,317,0,26,75,16852,11767,4777,0,218,0,0,90,0,90,8934
2014,Tallapoosa County,Alabama,41295,19983,21312,2429,2478,2524,2540,2403,4492,4906,5883,3230,2850,4436,2309,815,42.5,32267,30826,9175,7560,32267,15388,16879,7560,3369,4191,41295,41013,282,41013,29076,11457,92,12,0,0,0,5,0,0,2,0,0,0,1,123,3,0,0,0,0,0,383,282,81,170,0,15,41295,29327,11553,293,21,0,383,41295,1036,910,45,2,79,40259,28551,11328,82,5,0,11,282,0,282,22074
2014,Coosa County,Alabama,11247,5754,5493,544,603,567,711,604,1176,1461,1798,1041,786,1165,597,194,44.8,9108,8633,2355,1956,9108,4609,4499,1956,872,1084,11247,11080,167,11080,7549,3524,7,7,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,167,150,17,0,0,11247,7716,3674,24,0,0,0,11247,238,238,0,0,0,11009,7311,3524,7,0,0,0,167,0,167,6478
2014,Dale County,Alabama,50013,24730,25283,3341,3052,3623,3469,3399,7120,6186,6570,3550,2565,4119,2229,790,36.6,37949,35772,8536,7138,37949,18486,19463,7138,3078,4060,50013,48503,1510,48503,37509,9712,192,41,26,9,0,599,18,43,162,40,97,80,1,45,159,5,0,0,5,0,486,1510,473,484,218,64,50013,38838,10372,766,908,91,612,50013,2929,1893,594,132,310,47084,35116,9528,187,599,5,271,1378,95,1283,22793
2014,Hale County,Alabama,15393,7260,8133,934,879,1147,1142,927,1640,1735,2318,1047,1099,1408,853,264,40.6,11716,11019,3140,2525,11716,5438,6278,2525,1055,1470,15393,15309,84,15309,6133,8995,36,19,13,0,0,41,0,0,0,0,5,36,1,65,0,14,14,0,0,0,90,84,4,15,0,0,15393,6207,9009,51,51,14,145,15393,164,138,0,5,21,15229,6128,8974,36,41,14,0,36,7,29,7646
2014,Etowah County,Alabama,104126,50316,53810,6053,6131,6940,6768,6598,12004,13825,14444,7246,6952,9767,5113,2285,40.5,80697,76483,21222,17165,80697,38261,42436,17165,7244,9921,104126,102648,1478,102648,84904,16000,373,229,0,0,12,696,76,278,133,22,63,16,1,55,108,75,0,56,0,19,600,1478,444,640,160,56,104126,86209,16562,1107,901,105,720,104126,3669,2311,47,10,1301,100457,81954,15955,327,696,75,97,1353,23,1330,47507
2014,DeKalb County,Alabama,71074,35262,35812,4575,4975,5221,4855,4367,8591,9351,9761,4498,4466,6143,3389,882,38.8,53219,50554,13351,10414,53219,25990,27229,10414,4585,5829,71074,69320,1754,69320,62960,1279,893,614,17,0,0,206,0,14,73,0,94,16,1,49,9,3,3,0,0,0,3979,1754,367,1106,37,6,71074,64708,1674,2019,251,11,4195,71074,9922,5747,317,179,3679,61152,57599,1179,827,206,3,0,1338,9,1329,31043
2014,Escambia County,Alabama,38042,19634,18408,2360,2221,2521,2550,2496,4727,4918,5436,2493,2305,3452,1836,727,39.4,29544,27756,7478,6015,29544,15358,14186,6015,2586,3429,38042,37520,522,37520,23633,12361,1262,92,0,0,0,52,0,8,2,0,5,0,1,53,37,0,0,0,0,0,212,522,142,240,23,1,38042,24135,12510,1516,94,0,309,38042,768,573,74,16,105,37274,23179,12339,1262,52,0,17,425,0,425,16431
2014,Lamar County,Alabama,14268,6863,7405,764,961,837,780,814,1471,1818,1989,1096,1007,1502,949,280,42.6,11174,10809,3306,2731,11174,5321,5853,2731,1156,1575,14268,14163,105,14163,12460,1659,37,15,0,0,0,2,0,2,0,0,0,0,1,75,0,0,0,0,0,0,5,105,89,6,10,0,14268,12565,1748,43,12,0,5,14268,195,129,57,0,9,14073,12270,1659,37,2,0,0,105,0,105,7323
2014,Randolph County,Alabama,22724,11091,11633,1273,1243,1721,1627,1335,2172,2857,3183,1891,1293,2259,1318,552,42.0,17566,16617,4832,4129,17566,8392,9174,4129,1808,2321,22724,22351,373,22351,17491,4555,39,9,0,0,0,36,0,0,36,0,0,0,1,111,0,28,0,28,0,0,202,373,168,85,47,4,22724,17844,4751,128,91,44,247,22724,658,541,16,7,94,22066,17095,4515,39,36,28,0,353,25,328,11949
2014,Butler County,Alabama,20523,9590,10933,1273,1356,1426,1152,1275,2464,2337,2729,1483,1436,1924,1269,399,40.5,15688,15141,4363,3592,15688,7034,8654,3592,1443,2149,20523,20371,152,20371,11204,8975,25,16,0,0,0,118,9,0,0,0,66,43,1,13,0,0,0,0,0,0,49,152,41,41,9,10,20523,11295,9077,76,146,0,81,20523,233,176,0,0,57,20290,11006,8975,25,118,0,14,152,32,120,9934
2014,Mobile County,Alabama,414045,198288,215757,27854,27509,28456,28611,30044,54554,50645,57346,27838,24409,32789,16942,7048,36.9,312801,295814,71068,56779,312801,146895,165906,56779,23878,32901,414045,407362,6683,407362,249439,144637,2801,310,11,0,0,7953,1649,529,672,92,125,3054,1,97,1832,60,23,10,17,10,2472,6683,1822,2540,916,690,414045,255122,147527,6214,9004,156,2925,414045,10710,4277,1077,953,4403,403335,242009,144312,2571,7891,50,106,6396,161,6235,180277
2014,Perry County,Alabama,10203,4739,5464,665,551,760,998,977,921,919,1366,550,616,1158,458,264,36.3,7819,6932,2291,1880,7819,3576,4243,1880,854,1026,10203,10130,73,10130,3110,6974,2,2,0,0,0,32,0,16,14,0,0,0,1,105,2,0,0,0,0,0,12,73,51,0,22,0,10203,3183,7025,2,54,0,12,10203,88,48,0,0,40,10115,3045,6974,2,32,0,0,62,0,62,4705
2014,Walker County,Alabama,66211,32202,34009,3900,4069,4164,4088,4089,7315,8320,9559,4486,4809,6738,3596,1078,42.4,51450,49025,14553,11412,51450,24665,26785,11412,4886,6526,66211,64787,1424,64787,60224,3764,154,34,0,0,0,225,103,22,36,13,14,11,1,127,26,0,0,0,0,0,420,1424,608,540,10,88,66211,61488,4582,869,272,36,475,66211,1438,1021,197,0,220,64773,59498,3618,39,225,0,12,1381,19,1362,30772
2014,Cleburne County,Alabama,14990,7374,7616,883,855,1277,880,787,1591,1966,2156,970,1022,1522,799,282,41.3,11413,10900,3254,2603,11413,5560,5853,2603,1149,1454,14990,14732,258,14732,14095,430,53,39,0,0,0,69,0,0,59,0,0,0,1,29,10,0,0,0,0,0,85,258,119,41,1,28,14990,14325,624,169,70,0,107,14990,331,294,0,27,10,14659,13897,430,53,69,0,0,210,0,210,6698
2014,Conecuh County,Alabama,12985,6178,6807,760,843,783,773,896,1266,1419,1850,1011,919,1411,756,298,43.6,10087,9733,3077,2465,10087,4773,5314,2465,1094,1371,12985,12680,305,12680,6778,5821,71,22,49,0,0,10,10,0,0,0,0,0,1,35,0,0,0,0,0,0,0,305,9,73,0,197,12985,6864,6053,345,10,22,0,12985,206,167,22,0,17,12779,6629,5814,71,10,0,0,255,0,255,7066
2014,Greene County,Alabama,8798,4118,4680,520,451,674,778,487,918,822,1241,694,726,799,494,194,42.5,6730,6328,1823,1487,6730,3093,3637,1487,628,859,8798,8710,88,8710,1559,7107,34,34,0,0,0,10,0,0,0,0,10,0,1,63,0,0,0,0,0,0,0,88,0,0,0,0,8798,1647,7161,88,10,0,34,8798,39,39,0,0,0,8759,1559,7102,34,10,0,0,54,0,54,4991
2014,Barbour County,Alabama,27119,14562,12557,1592,1688,1612,1551,1840,3850,3415,3887,1880,1624,2490,1220,470,38.3,21257,20327,5117,4180,21257,11510,9747,4180,1801,2379,27119,26577,542,26577,12806,12565,48,11,0,0,0,204,0,0,3,0,19,167,1,5,15,0,0,0,0,0,954,542,119,110,50,62,27119,13197,12829,372,336,0,1000,27119,1283,941,82,0,260,25836,12505,12528,48,100,0,159,496,0,496,11833
2014,Bibb County,Alabama,22653,12220,10433,1160,1310,1406,1612,1482,3106,3050,3629,1308,1381,1919,963,327,40.0,17750,16938,3966,3209,17750,9523,8227,3209,1444,1765,22653,22361,292,22361,17379,4797,160,110,0,0,0,19,0,0,13,0,0,0,1,7,6,0,0,0,0,0,6,292,156,112,0,11,22653,17647,4977,283,32,0,6,22653,455,210,41,0,204,22198,16936,4791,160,19,0,0,292,0,292,8985
2014,Bullock County,Alabama,10693,5799,4894,707,688,532,568,915,1347,1493,1475,623,816,836,488,205,38.5,8410,7997,1978,1529,8410,4575,3835,1529,639,890,10693,10567,126,10567,2803,7640,70,16,0,0,0,6,6,0,0,0,0,0,1,11,0,48,0,0,48,0,0,126,0,64,0,19,10693,2895,7702,181,6,63,0,10693,431,431,0,0,0,10262,2372,7640,70,6,48,0,126,0,126,4469
2014,Calhoun County,Alabama,117186,56478,60708,6908,7349,7654,7849,8759,14713,14416,16155,7917,7646,10116,5897,1807,38.8,90849,85182,22009,17820,90849,42928,47921,17820,7468,10352,117186,115043,2143,115043,88125,24396,272,205,0,0,2,939,38,104,92,64,378,17,1,15,246,17,10,0,7,0,1294,2143,766,806,160,16,117186,90124,25346,1160,1243,154,1469,117186,4017,2820,542,42,613,113169,85871,24186,272,939,17,9,1875,42,1833,53306
2014,Clarke County,Alabama,25331,11958,13373,1411,1378,1978,1773,1571,2719,3130,3731,1918,1404,2444,1342,532,41.1,19375,18267,5211,4318,19375,9001,10374,4318,1855,2463,25331,25193,138,25193,13613,11401,0,0,0,0,0,51,0,19,0,0,32,0,1,25,0,93,93,0,0,0,35,138,44,4,0,80,25331,13671,11525,84,51,93,45,25331,110,79,12,0,19,25221,13548,11401,0,51,93,0,128,0,128,12604
2014,Fayette County,Alabama,17019,8457,8562,955,926,1194,1046,963,1856,1935,2540,1137,1315,1789,1010,353,43.4,13298,12767,4067,3152,13298,6436,6862,3152,1379,1773,17019,16793,226,16793,14663,2088,0,0,0,0,0,42,0,19,0,0,0,0,1,57,23,0,0,0,0,0,0,226,126,47,0,1,17019,14839,2259,59,50,41,0,17019,128,71,24,0,33,16891,14559,2081,0,42,0,0,209,0,209,8415
2014,Marshall County,Alabama,94121,46300,47821,6475,6421,6530,6300,5889,11434,12054,12812,5951,5651,8440,4513,1651,38.6,70805,67302,17820,14604,70805,34392,36413,14604,6310,8294,94121,92527,1594,92527,87082,1703,632,290,0,0,5,512,98,91,96,5,14,30,1,95,178,7,7,0,0,0,2591,1594,577,638,125,13,94121,88490,2441,1299,678,14,2814,94121,11830,8582,190,236,2822,82291,78149,1692,511,512,7,38,1382,37,1345,40329
2014,Blount County,Alabama,57645,28574,29071,3595,3632,4173,4053,3140,6736,7557,8214,3448,3925,5574,2793,805,40.2,43768,41564,11603,9172,43768,21425,22343,9172,4086,5086,57645,56739,906,56739,54927,885,287,51,0,0,0,57,2,19,8,0,25,0,1,9,3,0,0,0,0,0,583,906,299,428,110,0,57645,55793,1194,719,215,41,604,57645,4880,4459,185,20,216,52765,50820,847,199,57,0,39,803,3,800,23868
2014,Madison County,Alabama,343229,168021,175208,20738,21241,22815,24057,24598,46374,43548,54288,21894,19377,25057,13987,5255,37.6,264233,249472,55207,44299,264233,127789,136444,44299,19180,25119,343229,333271,9958,333271,236921,82307,2244,1275,0,0,0,8415,1912,1610,769,256,1566,1246,1,89,1056,330,116,145,32,37,3054,9958,2314,2379,2097,718,343229,245265,86891,6202,11264,700,4127,343229,15984,9814,2626,318,3226,327245,225888,81479,2120,8321,290,448,8699,197,8502,150712
2014,Autauga County,Alabama,55136,26774,28362,3415,4125,4127,3953,3283,6696,7885,8270,3185,2876,4561,2091,669,37.9,40922,38780,8969,7321,40922,19596,21326,7321,3095,4226,55136,54398,738,54398,43011,10257,230,40,0,94,26,500,0,377,47,0,0,47,1,1,29,16,0,16,0,0,384,738,271,219,176,17,55136,43682,10545,470,722,16,439,55136,1391,820,342,54,175,53745,42033,10156,230,500,0,88,738,55,683,22431
2014,Geneva County,Alabama,26816,13125,13691,1547,1612,1780,1639,1505,3024,3352,3726,2071,1664,2808,1706,382,41.9,20864,19908,5875,4896,20864,10036,10828,4896,2134,2762,26816,26346,470,26346,23215,2605,58,0,0,0,0,109,0,109,0,0,0,0,1,61,0,0,0,0,0,0,359,470,103,321,8,6,26816,23647,2716,415,117,0,391,26816,947,776,27,44,100,25869,22582,2557,58,109,0,159,404,2,402,12666
2014,Wilcox County,Alabama,11367,5336,6031,669,965,800,796,671,1226,1261,1517,847,750,1049,533,283,39.3,8433,8011,2348,1865,8433,3864,4569,1865,761,1104,11367,11351,16,11351,3082,8205,4,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,0,0,60,16,0,16,0,0,11367,3098,8205,20,0,0,60,11367,68,7,0,0,61,11299,3082,8197,4,0,0,0,16,0,16,5626
2014,Monroe County,Alabama,22509,10774,11735,1383,1158,1929,1616,1330,2240,2720,3194,1672,1467,2133,1251,416,40.9,17016,16117,4578,3800,17016,7958,9058,3800,1620,2180,22509,22294,215,22294,12436,9449,221,0,0,0,0,114,6,0,83,6,0,0,1,99,19,0,0,0,0,0,74,215,40,175,0,0,22509,12651,9489,396,114,0,74,22509,234,117,50,0,67,22275,12333,9392,221,114,0,0,215,0,215,11308
2014,Lawrence County,Alabama,33835,16435,17400,1915,2354,2042,2006,2107,3831,4360,5325,2630,2055,3230,1578,402,41.6,26250,24957,6406,5210,26250,12686,13564,5210,2332,2878,33835,32033,1802,32033,26344,3751,1845,1581,0,0,0,40,0,17,16,0,7,0,1,79,0,0,0,0,0,0,53,1802,312,1189,29,153,33835,27921,4238,3189,155,45,108,33835,663,469,8,0,186,33172,25899,3743,1845,40,0,26,1619,14,1605,15181
2014,Lee County,Alabama,147790,72908,74882,8819,9286,8866,13062,22162,21172,18286,17349,7081,7443,8775,4063,1426,30.2,115310,102220,18647,14264,115310,56349,58961,14264,6364,7900,147790,145544,2246,145544,104328,34142,277,168,27,0,0,4567,642,1126,128,142,1940,279,1,81,310,102,57,0,0,45,2128,2246,561,727,371,90,147790,106033,35243,1310,5326,163,2204,147790,5434,1953,1098,110,2273,142356,101394,33782,231,4537,102,274,2036,5,2031,64258
2014,Marion County,Alabama,30527,15151,15376,1627,1719,1944,1757,1767,3313,3778,4487,1872,2409,3416,1764,674,43.8,24111,23080,7414,5854,24111,11789,12322,5854,2603,3251,30527,30041,486,30041,28674,1129,46,46,0,0,0,157,125,21,11,0,0,0,1,93,0,0,0,0,0,0,35,486,30,188,11,17,30527,29079,1176,251,398,173,102,30527,706,582,59,0,65,29821,28105,1083,46,157,0,1,429,10,419,14728
2014,Pickens County,Alabama,19629,9462,10167,1112,1133,1319,1256,1247,2191,2196,2980,1370,1369,1930,1140,386,42.3,15273,14633,4300,3456,15273,7239,8034,3456,1478,1978,19629,19438,191,19438,11012,8387,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,39,191,106,42,0,5,19629,11173,8536,47,13,0,64,19629,154,96,58,0,0,19475,10920,8387,0,0,0,0,168,9,159,9462
2014,Sumter County,Alabama,13433,6056,7377,677,807,758,1346,1577,1230,1403,1712,932,909,1085,731,266,36.8,10641,9450,2546,2082,10641,4697,5944,2082,793,1289,13433,13407,26,13407,3322,9811,48,0,0,0,0,205,3,171,0,0,0,0,1,119,31,0,0,0,0,0,21,26,22,0,0,0,13433,3346,9835,48,205,2,23,13433,63,50,8,0,5,13370,3288,9805,48,205,0,0,24,2,22,6770
2014,Jefferson County,Alabama,658834,311540,347294,43674,42286,42110,42374,45267,94308,83226,90703,46035,39024,47937,29490,12400,37.4,505546,479455,112082,89827,505546,233505,272041,89827,36148,53679,658834,651981,6853,651981,349052,278587,1568,837,4,17,0,10020,3198,2754,494,179,615,1218,1,73,1562,117,22,40,0,55,12637,6853,2380,1732,1258,604,658834,354838,282106,4157,11556,234,13069,658834,25116,19005,1321,399,4391,633718,337392,277526,1455,9906,85,1043,6311,121,6190,302599
2014,Choctaw County,Alabama,13546,6469,7077,688,747,924,852,771,1317,1581,2033,995,981,1536,747,374,44.6,10635,10249,3276,2657,10635,4981,5654,2657,1156,1501,13546,13462,84,13462,7558,5896,0,0,0,0,0,8,0,0,0,0,8,0,1,23,0,0,0,0,0,0,0,84,18,27,0,12,13546,7630,5953,66,8,0,0,13546,56,27,20,0,9,13490,7551,5847,0,8,0,0,84,0,84,7248
2014,Franklin County,Alabama,31663,15544,16119,2144,2247,2205,1840,2065,3738,4354,4451,1882,1762,2928,1513,534,38.5,23962,22687,5963,4975,23962,11600,12362,4975,2138,2837,31663,31446,217,31446,28420,1545,206,0,0,0,0,23,0,0,4,11,0,0,1,59,8,28,0,0,0,28,1224,217,22,88,20,1,31663,28604,1600,295,43,35,1303,31663,4882,2430,23,108,2321,26781,24970,1391,206,23,28,0,163,25,138,14038
2014,Marengo County,Alabama,20489,9550,10939,1207,1158,1535,1427,1219,2109,2436,2930,1383,1450,2003,1262,370,42.1,15706,14856,4424,3635,15706,7193,8513,3635,1519,2116,20489,20405,84,20405,9623,10512,55,32,0,0,0,58,2,0,0,0,0,56,1,91,0,0,0,0,0,0,157,84,38,33,0,13,20489,9694,10563,101,58,0,157,20489,425,51,0,0,374,20064,9389,10472,55,58,0,6,84,0,84,10226
2014,Russell County,Alabama,56980,27662,29318,4340,3729,3911,3820,3945,8742,7203,7633,3676,2876,4091,2221,793,35.0,42599,40382,8821,7105,42599,20240,22359,7105,2872,4233,56980,55597,1383,55597,30610,23836,162,106,0,0,0,439,19,0,38,5,4,281,1,113,92,112,0,32,43,37,438,1383,588,355,127,20,56980,31967,24482,620,572,147,659,56980,2592,1427,681,0,484,54388,28839,23592,148,439,112,0,1258,159,1099,25913
2014,Cherokee County,Alabama,26042,12960,13082,1266,1463,1584,1521,1402,2530,3151,3901,2146,2074,3160,1430,414,45.2,20747,19941,6243,5004,20747,10227,10520,5004,2256,2748,26042,25716,326,25716,24207,1283,97,26,0,0,0,90,18,0,17,14,0,0,1,19,41,3,3,0,0,0,36,326,82,199,9,20,26042,24497,1390,324,110,6,41,26042,375,187,13,26,149,25667,23929,1240,97,72,3,0,326,5,321,16254
2014,Covington County,Alabama,37881,18323,19558,2199,2026,2679,2311,2188,4175,4467,5315,2695,2520,3921,2523,862,42.6,29483,28080,8808,7306,29483,13960,15523,7306,3056,4250,37881,37390,491,37390,32025,4868,196,28,0,0,0,134,0,33,0,19,34,34,1,39,14,20,20,0,0,0,147,491,181,222,2,0,37881,32452,5049,418,200,20,233,37881,564,329,26,12,197,37317,31656,4849,196,134,20,4,458,64,394,18803
2014,Crenshaw County,Alabama,13938,6808,7130,885,761,1038,955,772,1467,1827,2003,1060,858,1312,687,313,41.0,10696,10020,2780,2312,10696,5123,5573,2312,970,1342,13938,13756,182,13756,10007,3269,107,45,0,0,0,228,0,0,11,0,186,31,1,41,0,0,0,0,0,0,145,182,140,25,17,0,13938,10189,3409,132,245,0,145,13938,229,166,19,0,44,13709,9873,3269,107,228,0,50,182,0,182,6718
2014,Dallas County,Alabama,42743,19775,22968,2999,3363,2763,3086,2833,4939,4729,6000,2852,2860,3667,1959,693,37.9,31717,29934,8147,6319,31717,14182,17535,6319,2614,3705,42743,42259,484,42259,12318,29758,42,42,0,0,0,55,11,12,28,4,0,0,1,47,0,20,20,0,0,0,66,484,143,15,15,146,42743,12544,30184,236,119,116,81,42743,160,98,0,0,62,42583,12251,29738,42,55,20,0,477,7,470,20216
2014,Lauderdale County,Alabama,92780,44459,48321,4999,5455,5435,6269,7862,10364,11009,12660,6555,5926,9028,5191,2027,40.9,73339,68624,19375,16246,73339,34591,38748,16246,6891,9355,92780,91347,1433,91347,80695,9228,436,180,0,0,0,743,35,155,149,17,105,88,1,77,194,9,0,9,0,0,236,1433,730,331,102,43,92780,81991,10052,878,886,107,379,92780,2174,1737,170,61,206,90606,78934,9179,406,743,9,76,1259,19,1240,44046
2014,Lowndes County,Alabama,10918,5150,5768,693,554,889,708,797,1161,1244,1664,922,558,1035,509,184,40.4,8344,7881,2062,1728,8344,3864,4480,1728,736,992,10918,10880,38,10880,2820,8060,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,38,0,13,0,0,10918,2858,8085,38,0,0,0,10918,102,5,0,53,44,10816,2754,8024,0,0,0,0,38,0,38,5111
2014,Macon County,Alabama,20505,9413,11092,1017,1021,1088,2156,2614,2041,2047,2594,1369,1410,1770,922,456,37.8,16579,14530,3873,3148,16579,7425,9154,3148,1301,1847,20505,20375,130,20375,3377,16738,67,3,24,0,0,38,0,0,11,0,0,0,1,87,27,0,0,0,0,0,155,130,64,24,11,22,20505,3481,16828,113,53,0,160,20505,305,165,53,35,52,20200,3255,16627,59,38,0,111,110,0,110,10239
2014,Limestone County,Alabama,87167,43986,43181,5380,5731,5878,5506,5074,11717,12332,13499,5701,5059,6859,3206,1225,38.8,66595,63627,14482,11290,66595,33522,33073,11290,5026,6264,87167,85494,1673,85494,70843,11133,527,172,0,0,0,1089,192,90,67,33,248,169,1,83,290,33,0,15,0,18,1869,1673,684,486,226,19,87167,72436,11928,1096,1401,63,2021,87167,4934,4435,149,57,293,82233,67850,11113,509,1089,18,130,1524,45,1479,35241
