year,county,state,sex_and_age_total_population,sex_and_age_male,sex_and_age_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_male.1,sex_and_age_female.1,sex_and_age_65_years_and_over.1,sex_and_age_male.2,sex_and_age_female.2,race_total_population,race_one_race,race_two_or_more_races,race_one_race.1,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races.1,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_white,race_black_or_african_american,race_american_indian_and_alaska_native,race_asian,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_.1,hispanic_or_latino_and_race_hispanic_or_latino_of_.2,hispanic_or_latino_and_race_hispanic_or_latino_of_.3,hispanic_or_latino_and_race_hispanic_or_latino_of_.4,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino.1,hispanic_or_latino_and_race_not_hispanic_or_latino.2,hispanic_or_latino_and_race_not_hispanic_or_latino.3,hispanic_or_latino_and_race_not_hispanic_or_latino.4,hispanic_or_latino_and_race_not_hispanic_or_latino.5,hispanic_or_latino_and_race_not_hispanic_or_latino.6,hispanic_or_latino_and_race_not_hispanic_or_latino.7,hispanic_or_latino_and_race_not_hispanic_or_latino.8,hispanic_or_latino_and_race_not_hispanic_or_latino.9,total_housing_units
2011,Lac qui Parle County,Minnesota,7298,3664,3634,396,378,487,452,256,618,709,1203,588,490,725,639,357,48.3,5745,5511,2005,1721,5745,2859,2886,1721,752,969,7298,7254,44,7254,7140,41,18,0,1,0,5,18,0,3,4,5,3,3,27,73,0,1,1,0,0,0,36,44,22,5,11,1,7298,7183,67,27,32,1,38,7298,101,77,2,0,22,7197,7088,41,18,16,1,0,33,0,33,3695
2011,Otter Tail County,Minnesota,57442,28755,28687,3261,3352,3548,3654,2650,5556,6121,9171,4300,4012,6028,4147,1642,45.6,44881,43161,14117,11817,44881,22286,22595,11817,5327,6490,57442,56747,695,56747,55302,421,319,3,232,0,2,305,3,56,42,4,26,130,27,111,44,7,0,7,0,0,393,695,98,360,63,3,57442,55988,564,726,380,17,512,57442,1492,1330,40,0,122,55950,54480,421,295,303,7,0,444,5,439,35592
2011,Waseca County,Minnesota,19154,9198,9956,1207,1165,1401,1186,999,2659,2447,2962,1274,1053,1293,1133,375,39.2,14590,13963,3363,2801,14590,6879,7711,2801,1196,1605,19154,18650,504,18650,18130,279,96,0,10,0,19,102,8,1,14,14,15,39,27,161,11,0,0,0,0,0,43,504,187,172,67,0,19154,18633,469,268,170,13,108,19154,934,713,47,11,163,18220,17376,223,90,102,0,9,420,0,420,7911
2011,Anoka County,Minnesota,329487,164771,164716,22340,23518,24843,23813,18718,43463,49781,54840,20632,16305,18882,9112,3240,36.7,243022,231439,40342,31234,243022,120530,122492,31234,13931,17303,329487,321936,7551,321936,288199,13304,2230,72,1409,7,131,13028,1751,1586,492,239,1099,2348,27,3,5513,47,33,14,0,0,5128,7551,2616,1928,1575,252,329487,295121,16842,4788,15068,310,5582,329487,11619,8066,710,49,2794,317868,282316,13252,2112,12985,24,317,6862,82,6780,126256
2011,Dakota County,Minnesota,396547,194807,201740,27824,28601,30095,27776,22059,54062,58489,65373,24775,18931,21556,12422,4584,36.4,291403,277958,48994,38562,291403,141002,150401,38562,16597,21965,396547,386602,9945,386602,340536,18077,1732,64,616,0,178,17192,4001,2037,1386,405,1755,1942,27,37,5666,353,152,43,137,21,8712,9945,3205,1853,2296,181,396547,349580,22371,4567,20350,632,10027,396547,22865,15229,1923,288,5425,373682,328506,17713,1196,17001,328,697,8241,335,7906,158857
2011,Lincoln County,Minnesota,5898,2933,2965,360,336,375,335,233,594,621,821,417,355,629,540,282,46.0,4597,4463,1655,1451,4597,2274,2323,1451,628,823,5898,5874,24,5874,5794,13,42,0,15,0,9,11,0,2,0,0,9,0,27,81,0,5,0,0,0,5,9,24,9,6,9,0,5898,5818,22,48,20,5,9,5898,49,24,4,0,21,5849,5763,13,42,11,5,0,15,0,15,3101
2011,Marshall County,Minnesota,9519,4842,4677,534,575,681,627,401,954,1136,1520,706,566,878,614,327,44.1,7298,7022,2124,1819,7298,3711,3587,1819,813,1006,9519,9452,67,9452,9265,60,40,0,25,0,10,16,0,0,0,2,8,6,27,89,0,0,0,0,0,0,71,67,13,25,13,1,9519,9331,81,78,34,0,74,9519,327,210,5,0,112,9192,9018,60,35,16,0,2,61,0,61,4800
2011,Mille Lacs County,Minnesota,26095,13001,13094,1866,1665,1913,1804,1293,3286,3287,3892,1514,1444,2196,1332,603,39.1,19448,18526,4947,4131,19448,9662,9786,4131,1828,2303,26095,25613,482,25613,23861,108,1388,11,1183,0,93,117,4,21,5,7,13,7,27,95,60,8,0,8,0,0,131,482,100,302,30,14,26095,24323,234,1732,157,8,145,26095,393,321,30,0,42,25702,23674,108,1329,117,8,10,456,8,448,12710
2011,Washington County,Minnesota,235802,116618,119184,15394,17439,18997,16918,11951,28195,35089,39668,15392,12676,13641,7472,2970,38.1,172431,164734,31209,24083,172431,84431,88000,24083,10708,13375,235802,230530,5272,230530,208296,7598,553,22,153,0,70,12117,1497,1713,382,314,920,1180,27,163,6111,73,62,0,11,0,1893,5272,2072,1305,1111,52,235802,213433,10122,2186,13306,163,2217,235802,7888,5983,279,172,1454,227914,202627,7473,488,11983,73,450,4820,45,4775,91762
2011,Carlton County,Minnesota,35141,18284,16857,2189,2395,2237,2285,1803,4155,4734,5647,2391,2060,2679,1687,879,40.6,26867,25716,6377,5245,26867,13988,12879,5245,2301,2944,35141,34527,614,34527,31549,586,1972,4,1659,6,20,213,71,22,23,7,34,3,27,17,53,3,0,3,0,0,204,614,39,432,36,15,35141,32129,652,2491,323,61,217,35141,512,354,41,1,116,34629,31316,560,1950,213,3,0,587,2,585,15578
2011,Kanabec County,Minnesota,16344,8254,8090,994,1094,1092,1125,739,1726,2040,2678,1163,1014,1554,872,253,41.4,12415,11846,3245,2679,12415,6236,6179,2679,1258,1421,16344,16130,214,16130,15914,94,70,0,23,3,0,52,1,0,15,1,33,2,27,65,0,0,0,0,0,0,0,214,29,134,39,9,16344,16116,132,213,94,3,0,16344,202,188,0,0,14,16142,15718,94,64,52,0,0,214,0,214,7827
2011,Grant County,Minnesota,6055,3008,3047,370,304,379,362,272,646,608,947,472,363,630,478,224,46.3,4764,4587,1541,1332,4764,2363,2401,1332,620,712,6055,6014,41,6014,5923,11,41,0,35,0,0,5,2,0,2,1,0,0,27,51,0,0,0,0,0,0,34,41,6,21,1,0,6055,5961,20,62,6,7,43,6055,91,86,0,1,4,5964,5871,11,41,5,0,0,36,2,34,3310
2011,Mahnomen County,Minnesota,5396,2714,2682,494,402,432,401,282,578,546,717,345,335,489,264,111,37.0,3807,3570,1044,864,3807,1892,1915,864,391,473,5396,4962,434,4962,2809,43,2065,0,1730,0,80,31,17,3,0,4,0,0,27,87,7,0,0,0,0,0,14,434,30,355,6,29,5396,3208,108,2461,38,0,21,5396,110,97,0,1,12,5286,2773,42,2022,31,0,1,417,1,416,2800
2011,Yellow Medicine County,Minnesota,10446,5325,5121,623,647,672,774,512,1019,1178,1677,691,581,920,774,378,42.9,7983,7618,2438,2072,7983,4044,3939,2072,923,1149,10446,10343,103,10343,9822,69,266,18,28,0,185,42,16,0,20,0,1,0,27,173,5,4,1,0,0,3,140,103,2,23,23,8,10446,9916,116,334,66,7,148,10446,359,269,2,9,79,10087,9627,69,255,42,4,0,90,2,88,4780
2011,Blue Earth County,Minnesota,63370,31752,31618,3669,3467,3103,5994,10785,8786,6492,7504,3368,2858,3424,2553,1367,29.7,51182,44656,8831,7344,51182,25640,25542,7344,3111,4233,63370,62222,1148,62222,58852,1604,151,0,68,0,24,1302,177,32,45,47,188,361,27,13,452,2,0,2,0,0,311,1148,336,258,220,153,63370,59788,2170,625,1571,2,427,63370,1605,1260,51,12,282,61765,57768,1495,107,1302,0,32,1061,68,993,26051
2011,Lake of the Woods County,Minnesota,4085,2138,1947,213,193,240,260,129,365,442,767,367,296,446,253,114,48.2,3264,3131,992,813,3264,1701,1563,813,391,422,4085,3994,91,3994,3908,53,22,0,17,0,0,11,0,0,10,0,0,0,27,77,1,0,0,0,0,0,0,91,25,21,30,0,4085,3999,78,43,41,0,15,4085,15,3,0,0,12,4070,3908,53,22,11,0,0,76,0,76,3656
2011,St. Louis County,Minnesota,199849,99982,99867,10751,10338,11036,15340,17807,22313,22222,30899,15627,11863,15545,11207,4901,40.7,160415,148067,38207,31653,160415,79677,80738,31653,13591,18062,199849,196233,3616,196233,186312,2803,4659,81,3451,6,121,1893,119,646,168,53,140,306,27,137,461,30,30,0,0,0,536,3616,903,1626,498,105,199849,189777,3997,6562,2414,129,768,199849,2486,1613,192,91,590,197363,184709,2763,4491,1893,30,41,3436,84,3352,102755
2011,Stearns County,Minnesota,149337,75380,73957,9574,9483,9407,13529,16699,19209,17678,20539,8560,6949,9015,6385,2310,33.0,114877,103014,21509,17710,114877,57788,57089,17710,7993,9717,149337,147552,1785,147552,137958,4303,503,14,233,0,53,2999,379,285,142,112,383,538,27,145,1160,42,16,0,9,17,1747,1785,605,356,440,20,149337,139639,5135,1017,3606,85,1858,149337,4006,3098,240,147,521,145331,135843,4234,430,2968,39,144,1673,42,1631,61563
2011,Lyon County,Minnesota,25716,12620,13096,1743,1840,1591,2054,2442,3387,2809,3632,1369,1362,1553,1168,766,34.4,19498,17774,4290,3487,19498,9563,9935,3487,1465,2022,25716,25366,350,25366,23190,500,130,0,8,0,101,582,10,21,4,10,24,24,27,83,489,109,0,0,109,0,855,350,130,67,26,0,25716,23540,674,241,620,109,938,25716,1529,1144,2,0,383,24187,22637,483,130,582,109,0,246,0,246,11074
2011,Renville County,Minnesota,15834,7993,7841,908,881,1172,1032,761,1548,1910,2562,1156,865,1375,1055,609,43.6,12164,11716,3546,3039,12164,6116,6048,3039,1337,1702,15834,15713,121,15713,15171,89,117,2,31,0,63,75,0,0,0,0,44,0,27,129,31,0,0,0,0,0,261,121,7,47,7,6,15834,15286,108,176,82,0,309,15834,1011,870,0,13,128,14823,14481,89,103,75,0,2,73,0,73,7370
2011,Cook County,Minnesota,5213,2575,2638,177,140,331,242,198,527,610,948,495,513,594,304,134,49.6,4328,4283,1345,1032,4328,2153,2175,1032,504,528,5213,4980,233,4980,4580,41,326,0,260,0,6,23,0,6,0,0,7,7,27,31,3,0,0,0,0,0,10,233,0,192,21,0,5213,4813,41,518,44,20,10,5213,31,27,0,0,4,5182,4579,41,306,23,0,0,233,0,233,5477
2011,Koochiching County,Minnesota,13365,6694,6671,715,701,866,837,588,1195,1589,2165,1177,899,1386,881,366,45.9,10535,10156,3143,2633,10535,5243,5292,2633,1190,1443,13365,13174,191,13174,12668,32,390,3,170,0,0,65,0,21,3,7,0,0,27,71,34,0,0,0,0,0,19,191,15,91,0,13,13365,12846,60,494,65,0,91,13365,185,122,54,0,9,13180,12576,23,385,65,0,12,119,0,119,7909
2011,Morrison County,Minnesota,33178,16745,16433,2253,2127,2336,2261,1741,3852,3987,5215,2302,1817,2659,1822,806,40.5,24987,23952,6275,5287,24987,12562,12425,5287,2329,2958,33178,32809,369,32809,32333,38,115,0,34,0,57,145,1,5,3,2,10,117,27,97,7,0,0,0,0,0,178,369,47,258,13,5,33178,32696,90,378,159,1,223,33178,402,313,6,0,83,32776,32143,38,100,145,0,24,326,16,310,15672
2011,Steele County,Minnesota,36529,18016,18513,2703,2766,2531,2380,1862,4521,4876,5427,2388,1807,2638,1868,762,38.3,26904,25782,6230,5268,26904,13200,13704,5268,2186,3082,36529,35967,562,35967,34362,941,28,0,1,0,0,319,60,56,44,36,24,0,27,147,99,0,0,0,0,0,317,562,185,103,85,0,36529,34821,1234,136,404,0,501,36529,2209,1851,116,16,226,34320,32612,941,28,287,0,0,452,103,349,15265
2011,Aitkin County,Minnesota,16303,8291,8012,796,740,842,824,546,1249,1540,2567,1341,1484,2589,1380,405,51.3,13367,13003,5241,4374,13367,6774,6593,4374,2165,2209,16303,16010,293,16010,15577,25,331,0,268,0,0,50,3,10,0,2,13,1,27,1,21,0,0,0,0,0,27,293,25,220,12,2,16303,15866,52,553,64,2,59,16303,146,108,12,0,26,16157,15485,25,321,50,0,0,276,32,244,15909
2011,Murray County,Minnesota,8729,4298,4431,493,490,578,533,337,781,923,1318,727,580,907,749,313,46.9,6801,6581,2285,1969,6801,3357,3444,1969,878,1091,8729,8650,79,8650,8439,12,21,0,1,0,2,77,2,9,7,0,19,0,27,101,40,0,0,0,0,0,101,79,11,21,19,0,8729,8518,23,42,107,11,118,8729,217,173,0,2,42,8512,8347,12,18,77,0,9,49,0,49,4525
2011,Kandiyohi County,Minnesota,41992,21130,20862,2862,2618,2750,3071,2795,4840,4824,6138,2951,2416,3267,2347,1113,39.6,31916,30117,8120,6727,31916,15875,16041,6727,2972,3755,41992,41438,554,41438,39860,741,224,0,93,0,37,204,0,32,12,0,10,21,27,67,129,0,0,0,0,0,409,554,186,167,54,26,41992,40358,995,425,264,28,494,41992,4569,3746,54,12,757,37423,35970,738,136,198,0,16,365,8,357,19484
2011,Rock County,Minnesota,9625,4754,4871,660,707,681,638,411,1051,1036,1378,699,552,771,630,411,40.7,7158,6893,2147,1812,7158,3467,3691,1812,772,1040,9625,9546,79,9546,9365,55,86,14,16,0,0,39,0,0,0,0,14,0,27,133,25,0,0,0,0,0,1,79,17,15,33,0,9625,9444,78,107,72,0,9,9625,186,80,11,0,95,9439,9193,55,86,39,0,0,66,0,66,4267
2011,Traverse County,Minnesota,3603,1833,1770,156,201,243,235,127,346,388,524,247,183,371,417,165,47.1,2839,2753,1068,953,2839,1430,1409,953,418,535,3603,3569,34,3569,3388,4,148,0,3,0,104,0,0,0,0,0,0,0,27,155,0,0,0,0,0,0,29,34,0,30,0,0,3603,3422,4,178,0,0,33,3603,66,52,5,0,9,3537,3373,3,131,0,0,0,30,0,30,2079
2011,Hennepin County,Minnesota,1146195,563657,582538,76303,70759,70048,73311,83622,185218,157381,171222,73499,55890,64177,43367,21398,35.9,885244,840868,159002,128942,885244,430627,454617,128942,53883,75059,1146195,1111088,35107,1111088,874433,132736,9956,156,4960,24,1550,69197,15229,9925,2109,1696,5724,8871,27,53,25643,456,161,10,40,245,24310,35107,13708,4996,7348,1816,1146195,905450,152110,19463,78481,1618,27387,1146195,75076,50499,3772,980,19825,1071119,828629,131185,8807,69036,425,2218,30819,977,29842,508587
2011,Chippewa County,Minnesota,12383,6084,6299,760,812,790,850,637,1263,1371,1877,975,659,1036,960,393,42.9,9440,9058,2695,2389,9440,4569,4871,2389,1005,1384,12383,12140,243,12140,11661,64,66,0,38,0,18,28,3,0,5,1,13,6,27,23,0,61,0,0,0,61,260,243,20,107,61,7,12383,11890,129,188,119,71,260,12383,586,508,5,0,73,11797,11351,62,66,28,61,1,228,0,228,5735
2011,Clearwater County,Minnesota,8654,4438,4216,597,594,552,553,387,900,974,1326,586,571,863,485,266,42.7,6549,6265,1928,1614,6549,3319,3230,1614,756,858,8654,8430,224,8430,7547,81,733,0,621,0,20,55,12,6,0,0,33,0,27,29,4,0,0,0,0,0,14,224,0,107,7,4,8654,7753,172,945,62,3,30,8654,115,62,23,0,30,8539,7522,81,711,55,0,0,170,2,168,4718
2011,Isanti County,Minnesota,37910,19056,18854,2727,2681,2877,2618,2146,4826,5218,6145,2330,1750,2592,1129,871,37.3,27942,26612,5610,4592,27942,14022,13920,4592,2021,2571,37910,37185,725,37185,36430,214,189,0,175,0,0,222,46,13,11,2,49,4,27,59,97,4,4,0,0,0,126,725,159,215,211,0,37910,37136,400,419,442,4,251,37910,625,484,35,5,101,37285,36020,197,172,218,4,0,674,77,597,15339
2011,Mower County,Minnesota,38985,19342,19643,2799,2504,2783,2681,2228,4483,4705,5394,2421,2150,2867,2575,1395,38.7,29191,27828,7930,6837,29191,14342,14849,6837,2814,4023,38985,38345,640,38345,36100,778,73,0,25,0,0,567,39,12,34,0,93,51,27,99,338,0,0,0,0,0,827,640,192,184,130,2,38985,36656,1007,264,782,90,864,38985,3884,3434,25,70,355,35101,33163,766,47,554,0,26,545,32,513,17043
2011,Olmsted County,Minnesota,142934,70036,72898,10638,10315,9243,8949,8288,21795,18720,21857,8869,6645,9206,5803,2606,36.2,106899,102345,21229,17615,106899,51476,55423,17615,7674,9941,142934,140027,2907,140027,124542,6587,295,11,73,52,17,7497,1450,939,468,182,546,940,27,109,2972,41,0,23,18,0,1065,2907,907,465,1059,26,142934,127263,7611,887,8688,258,1255,142934,5862,4298,299,142,1123,137072,119926,6552,198,7436,25,225,2710,102,2608,60148
2011,Benton County,Mississippi,8704,4329,4375,593,701,519,605,485,973,1180,1253,467,413,871,495,149,40.4,6513,6233,1777,1515,6513,3145,3368,1515,656,859,8704,8530,174,8530,5320,3210,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,174,16,108,0,0,8704,5494,3276,158,0,0,0,8704,43,43,0,0,0,8661,5277,3210,0,0,0,0,174,0,174,4135
2011,Franklin County,Mississippi,8112,3937,4175,558,624,535,480,475,946,933,1197,638,393,694,456,183,41.3,6050,5802,1589,1333,6050,2880,3170,1333,583,750,8112,8096,16,8096,5199,2843,19,4,0,0,4,34,0,0,11,10,0,13,28,37,0,0,0,0,0,0,1,16,0,0,16,0,8112,5215,2843,19,50,0,1,8112,5,1,0,0,4,8107,5195,2843,19,34,0,0,16,0,16,4164
2011,Coahoma County,Mississippi,26376,12094,14282,2154,1954,2346,2392,1844,3186,3020,3480,1584,1203,1710,1121,382,32.1,18552,17088,3822,3213,18552,8172,10380,3213,1219,1994,26376,26196,180,26196,6092,19839,46,7,0,0,4,134,21,54,29,0,0,4,28,27,26,0,0,0,0,0,85,180,10,48,0,43,26376,6160,19969,145,190,1,99,26376,107,51,31,0,25,26269,6059,19793,46,134,0,57,180,14,166,10854
2011,Jasper County,Mississippi,17229,8188,9041,1141,1238,1093,1375,874,1928,2090,2531,1258,997,1559,833,312,40.3,12954,12233,3328,2704,12954,6165,6789,2704,1178,1526,17229,16997,232,16997,7976,9021,0,0,0,0,0,0,0,0,0,0,0,0,28,61,0,0,0,0,0,0,0,232,161,17,0,54,17229,8154,9236,71,0,0,0,17229,69,38,0,0,31,17160,7929,9021,0,0,0,0,210,0,210,8187
2011,Jones County,Mississippi,67497,32646,34851,5061,4860,4593,4907,4541,8429,8121,9343,4469,3576,5210,3342,1045,37.0,50218,47058,11654,9597,50218,23969,26249,9597,3974,5623,67497,66462,1035,66462,46075,18649,200,0,0,0,0,182,21,109,52,0,0,0,28,67,0,0,0,0,0,0,1356,1035,556,286,0,28,67497,47071,19262,532,193,0,1492,67497,3162,2332,85,76,669,64335,44391,18643,179,182,0,60,880,61,819,28321
2011,Walthall County,Mississippi,15495,7018,8477,1112,1126,1134,1169,816,1845,1831,2100,1171,786,1261,885,259,36.7,11398,10722,2791,2405,11398,5337,6061,2405,982,1423,15495,15456,39,15456,8163,7138,83,0,0,0,0,2,0,2,0,0,0,0,28,147,0,0,0,0,0,0,70,39,0,33,0,0,15495,8202,7138,116,2,0,76,15495,221,113,95,0,13,15274,8136,7020,83,2,0,0,33,0,33,7112
2011,Monroe County,Mississippi,37118,17777,19341,2479,2366,2579,2689,2215,4237,4808,5276,2467,2253,3208,1827,714,39.1,28001,26521,7044,5749,28001,13121,14880,5749,2259,3490,37118,36870,248,36870,25298,11496,52,0,0,0,0,8,0,0,8,0,0,0,28,95,0,0,0,0,0,0,16,248,126,99,0,12,37118,25523,11645,163,19,0,16,37118,361,264,52,24,21,36757,25012,11448,52,8,0,0,237,0,237,16465
2011,Pontotoc County,Mississippi,29682,14689,14993,2081,2500,2043,2136,1783,3854,3961,4158,1834,1609,2031,1263,429,35.8,21685,20465,4566,3723,21685,10492,11193,3723,1511,2212,29682,29284,398,29284,23850,4052,198,6,0,0,0,45,0,0,0,0,11,34,28,115,0,0,0,0,0,0,1139,398,211,146,0,0,29682,24234,4304,371,45,0,1153,29682,1661,1340,0,0,321,28021,23496,4052,26,45,0,4,398,14,384,12345
2011,Holmes County,Mississippi,19372,9097,10275,1697,1459,1495,1833,1520,2184,2142,2604,1221,795,1313,815,294,31.9,13708,12424,2867,2422,13708,6215,7493,2422,986,1436,19372,19301,71,19301,3163,16050,30,0,0,0,0,10,10,0,0,0,0,0,28,51,0,0,0,0,0,0,48,71,23,7,12,10,19372,3219,16102,61,27,0,48,19372,14,14,0,0,0,19358,3163,16036,30,10,0,48,71,0,71,8430
2011,Amite County,Mississippi,13213,6375,6838,883,933,671,789,794,1363,1504,2080,837,1044,1342,742,231,43.4,10196,9771,2952,2315,10196,4897,5299,2315,1035,1280,13213,13204,9,13204,7537,5593,40,1,0,0,0,5,0,0,0,5,0,0,28,5,0,0,0,0,0,0,29,9,0,9,0,0,13213,7546,5593,49,5,0,29,13213,36,7,0,0,29,13177,7530,5593,40,5,0,0,9,0,9,6642
2011,Madison County,Mississippi,93807,44989,48818,6760,7427,6938,6915,5579,12521,13138,14259,5973,4604,5098,2990,1605,35.7,68358,64425,12153,9693,68358,31934,36424,9693,3986,5707,93807,93317,490,93317,54243,35929,68,0,0,4,0,1948,886,423,223,63,47,146,28,89,160,27,0,27,0,0,1102,490,200,120,101,10,93807,54696,36178,210,2049,27,1161,93807,2620,1687,0,168,765,91187,52787,35876,0,1948,27,141,408,0,408,38055
2011,Calhoun County,Mississippi,14937,7021,7916,1048,1053,1195,727,900,1649,1962,2086,1003,855,1339,800,320,39.2,11235,10803,2971,2459,11235,5284,5951,2459,1006,1453,14937,14826,111,14826,10546,4265,7,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,8,111,27,84,0,0,14937,10657,4292,91,0,0,8,14937,735,685,9,17,24,14202,9841,4243,7,0,0,0,111,0,111,6933
2011,Marion County,Mississippi,26861,12980,13881,1972,2091,1742,1829,1637,3336,3327,3788,1488,1707,2025,1612,307,37.3,19899,18841,4879,3944,19899,9414,10485,3944,1590,2354,26861,26625,236,26625,17776,8727,27,0,0,0,3,14,0,0,0,0,10,4,28,91,0,0,0,0,0,0,81,236,109,54,11,19,26861,17985,8898,135,33,0,81,26861,348,113,170,0,65,26513,17479,8727,27,14,0,32,234,0,234,11748
2011,Tishomingo County,Mississippi,19570,9553,10017,1111,1346,1225,1313,1033,1995,2628,2822,1298,1312,1953,1285,249,42.3,15028,14305,4308,3487,15028,7183,7845,3487,1499,1988,19570,19514,56,19514,18477,646,25,25,0,0,0,50,0,15,0,7,10,6,28,141,12,0,0,0,0,0,316,56,12,23,5,0,19570,18533,658,61,60,0,327,19570,533,490,8,0,35,19037,18276,646,25,50,0,0,40,0,40,10258
2011,Wayne County,Mississippi,20875,10005,10870,1526,1397,1603,1442,1477,2544,2481,3087,1358,1125,1718,821,296,37.1,15377,14451,3401,2835,15377,7234,8143,2835,1185,1650,20875,20729,146,20729,12573,8072,0,0,0,0,0,46,0,0,46,0,0,0,28,153,0,0,0,0,0,0,38,146,31,49,0,44,20875,12675,8169,115,46,0,38,20875,233,201,2,0,30,20642,12408,8042,0,46,0,0,146,0,146,9211
2011,Greene County,Mississippi,14249,8494,5755,700,799,1045,851,1118,2361,2244,2000,857,760,897,488,129,36.2,11251,10720,1846,1514,11251,6945,4306,1514,670,844,14249,14033,216,14033,10284,3525,2,0,0,0,0,7,0,0,0,0,0,7,28,41,0,0,0,0,0,0,215,216,28,145,0,20,14249,10457,3580,167,30,0,231,14249,273,227,15,23,8,13976,10237,3497,2,7,0,34,199,0,199,5127
2011,Marshall County,Mississippi,37089,18356,18733,2564,2273,2470,2774,2505,4671,4848,5686,2441,2228,2720,1511,398,38.5,28264,26427,5958,4629,28264,13952,14312,4629,2005,2624,37089,36869,220,36869,18561,17691,59,2,0,0,0,77,7,14,11,0,43,2,28,93,0,4,4,0,0,0,477,220,65,124,11,0,37089,18763,17776,185,88,4,495,37089,1077,832,22,0,223,36012,18053,17688,59,77,4,0,131,18,113,14792
2011,Quitman County,Mississippi,8378,3974,4404,569,588,672,668,590,895,1005,1202,521,495,659,372,142,38.3,6133,5771,1438,1173,6133,2834,3299,1173,467,706,8378,8371,7,8371,2530,5822,4,4,0,0,0,15,0,12,0,0,0,3,28,119,0,0,0,0,0,0,0,7,7,0,0,0,8378,2537,5829,4,15,0,0,8378,63,63,0,0,0,8315,2467,5822,4,15,0,0,7,0,7,3619
2011,Pearl River County,Mississippi,56042,27446,28596,3719,3849,3858,4135,3497,6581,7227,7804,4178,3110,4907,2259,918,38.4,42111,39763,9788,8084,42111,20428,21683,8084,3594,4490,56042,55527,515,55527,47650,7105,352,50,0,0,0,299,0,234,65,0,0,0,28,109,0,15,0,0,15,0,106,515,145,277,26,20,56042,48145,7270,649,325,15,153,56042,1601,931,72,99,499,54441,46225,7076,352,299,15,0,474,32,442,23877
2011,Leake County,Mississippi,23634,11792,11842,1886,1832,1969,2389,1385,3064,2642,2872,1338,1158,1667,958,474,32.7,16383,15072,3736,3099,16383,7931,8452,3099,1337,1762,23634,23402,232,23402,12248,9607,1263,19,0,0,0,0,0,0,0,0,0,0,28,79,0,0,0,0,0,0,284,232,20,122,0,87,23634,12393,9717,1475,0,0,284,23634,976,900,0,0,76,22658,11615,9604,1207,0,0,0,232,0,232,9362
2011,Neshoba County,Mississippi,29627,14175,15452,2465,2460,2130,2255,1767,3582,3730,3778,1692,1811,2095,1270,592,35.3,21176,20042,4991,3957,21176,9915,11261,3957,1576,2381,29627,29211,416,29211,18240,6188,4483,0,0,0,0,157,0,28,5,0,0,82,28,99,42,0,0,0,0,0,143,416,100,174,0,116,29627,18514,6423,4780,164,0,162,29627,535,266,49,0,220,29092,17868,6124,4466,157,0,61,416,19,397,12358
2011,Rankin County,Mississippi,140443,68213,72230,9947,9898,9626,8945,8443,21213,20640,19771,9262,6832,9455,5126,1285,35.9,105166,100547,19616,15866,105166,49911,55255,15866,6660,9206,140443,139055,1388,139055,109425,26762,302,18,0,0,11,1551,363,261,154,77,54,488,28,121,154,0,0,0,0,0,1015,1388,516,303,164,33,140443,110593,27501,683,1736,8,1355,140443,3608,1745,269,182,1412,136835,107255,26616,193,1551,0,102,1118,60,1058,56001
