year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over.1,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more.1,race_race_alone_or_in_combination_with_one_or_more.2,race_race_alone_or_in_combination_with_one_or_more.3,race_race_alone_or_in_combination_with_one_or_more.4,race_race_alone_or_in_combination_with_one_or_more.5,race_race_alone_or_in_combination_with_one_or_more.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units
2013,Bates County,Missouri,16878,8225,8653,1007,1125,1263,1109,811,1850,1908,2523,1305,924,1616,1003,434,42.1,12750,12207,3639,3053,12750,6113,6637,3053,1346,1707,16878,16632,246,16632,16213,206,50,15,0,0,2,15,0,0,0,13,0,2,29,13,0,0,0,0,0,0,148,246,10,209,0,0,16878,16451,216,272,23,0,167,16878,311,246,4,27,34,16567,16079,206,49,15,0,0,218,0,218,7823
2013,Benton County,Missouri,19008,9542,9466,772,868,1105,1007,751,1357,1869,2726,1651,1889,3024,1557,432,52.1,15602,15039,6203,5013,15602,7798,7804,5013,2500,2513,19008,18665,343,18665,18456,28,95,7,13,0,0,23,0,0,4,0,11,0,29,15,8,0,0,0,0,0,63,343,21,272,2,0,19008,18766,49,367,58,0,111,19008,307,198,20,0,89,18701,18164,28,95,23,0,63,328,33,295,14045
2013,Carter County,Missouri,6260,3009,3251,441,470,370,400,365,666,716,916,465,398,617,279,157,40.5,4733,4513,1265,1053,4733,2290,2443,1053,497,556,6260,6142,118,6142,6030,28,67,50,0,0,0,0,0,0,0,0,0,0,29,35,0,0,0,0,0,0,17,118,84,34,0,0,6260,6148,112,101,0,0,17,6260,90,58,0,0,32,6170,5941,28,67,0,0,16,118,0,118,3224
2013,Dade County,Missouri,7734,3895,3839,370,470,524,513,295,689,843,1174,688,510,885,567,206,46.9,6017,5764,1914,1658,6017,2990,3027,1658,764,894,7734,7478,256,7478,7400,33,28,7,0,0,0,6,0,0,6,0,0,0,29,57,0,0,0,0,0,0,11,256,41,205,0,2,7734,7649,76,235,11,5,14,7734,126,104,10,0,12,7608,7314,33,25,6,0,0,230,3,227,3960
2013,Linn County,Missouri,12592,6029,6563,759,936,779,848,645,1304,1359,1836,961,741,1225,769,430,42.9,9547,9114,2855,2424,9547,4527,5020,2424,1025,1399,12592,12287,305,12287,12133,52,19,0,0,0,0,39,0,0,38,0,1,0,29,115,0,1,1,0,0,0,43,305,185,61,0,7,12592,12418,260,90,52,1,79,12592,205,165,5,3,32,12387,12098,52,19,39,1,0,178,10,168,6414
2013,Howell County,Missouri,40458,19582,20876,2719,2779,2968,2546,2426,4707,4655,5426,2970,2200,3831,2285,946,39.6,30347,28847,8521,7062,30347,14416,15931,7062,3066,3996,40458,39565,893,39565,38879,111,271,151,0,7,0,70,29,21,0,0,0,0,29,91,20,0,0,0,0,0,234,893,167,639,38,0,40458,39759,291,910,108,0,283,40458,717,651,0,0,66,39741,38454,111,252,70,0,14,840,36,804,18009
2013,Johnson County,Missouri,53517,27240,26277,3574,3439,3162,4492,8246,7518,5685,6395,2550,2602,3313,2004,537,29.4,41451,36867,7410,5854,41451,21098,20353,5854,2795,3059,53517,51746,1771,51746,48108,2470,310,171,0,0,4,638,154,56,160,38,27,160,29,101,43,62,51,11,0,0,158,1771,540,332,617,4,53517,49811,3069,678,1433,172,323,53517,1805,1308,168,167,162,51712,46816,2449,310,638,62,9,1428,0,1428,21540
2013,Laclede County,Missouri,35535,17320,18215,2255,2458,2595,2310,1965,4350,4203,5183,2378,2193,3251,1736,658,39.1,26710,25587,6842,5645,26710,12953,13757,5645,2574,3071,35535,34784,751,34784,34179,168,226,64,0,0,8,173,35,82,45,0,11,0,29,105,0,4,0,4,0,0,34,751,258,275,90,0,35535,34912,444,501,281,75,73,35535,740,581,0,1,158,34795,33527,168,226,173,4,0,697,0,697,15740
2013,Maries County,Missouri,9102,4572,4530,550,479,711,574,486,946,1010,1392,615,641,992,493,213,43.4,6986,6559,2062,1698,6986,3496,3490,1698,798,900,9102,9068,34,9068,8865,60,78,28,0,25,0,55,0,0,0,0,6,49,29,125,0,0,0,0,0,0,10,34,21,0,0,0,9102,8899,86,83,55,0,18,9102,90,90,0,0,0,9012,8807,38,78,55,0,0,34,8,26,4592
2013,Phelps County,Missouri,44969,23460,21509,2654,2553,2816,3873,5822,5276,4762,5803,2714,2308,3511,2141,736,33.8,35265,31498,7707,6388,35265,18489,16776,6388,2812,3576,44969,43933,1036,43933,41036,994,346,200,0,0,0,1355,278,692,13,68,30,204,29,161,70,0,0,0,0,0,202,1036,382,315,227,41,44969,42012,1429,702,1613,19,242,44969,980,581,35,132,232,43989,40389,897,335,1355,0,20,993,0,993,19585
2013,Platte County,Missouri,90842,44857,45985,5640,6410,6166,6149,5139,11766,12924,14360,6597,5030,6258,2971,1432,38.2,68678,65763,13499,10661,68678,33449,35229,10661,4783,5878,90842,88939,1903,88939,79144,5590,346,138,0,0,30,2349,395,410,314,66,440,387,29,165,337,319,11,12,0,296,1191,1903,653,539,318,5,90842,80930,6462,971,2729,418,1402,90842,4755,3597,333,39,786,86087,76045,5408,309,2325,319,60,1621,28,1593,39359
2013,St. Francois County,Missouri,65602,35299,30303,3740,4141,3749,3837,4566,9621,8756,9826,4303,3545,5260,3172,1086,38.7,51641,48898,11662,9518,51641,28160,23481,9518,4146,5372,65602,64857,745,64857,61305,2953,219,47,0,0,44,234,0,76,65,0,0,16,29,187,77,0,0,0,0,0,146,745,84,377,85,13,65602,61995,3132,716,366,54,237,65602,838,693,4,30,111,64764,60725,2926,205,234,0,0,674,32,642,28691
2013,St. Louis city,Missouri,318955,154082,164873,21276,17136,17083,20727,27528,59305,40328,43556,19984,16761,18232,12072,4967,34.2,252407,237714,44218,35271,252407,120122,132285,35271,13753,21518,318955,310863,8092,310863,143308,154888,793,212,41,0,0,8929,1753,2035,474,212,350,2489,29,510,1616,56,30,12,14,0,2889,8092,2825,1071,1754,831,318955,149819,159547,3169,11133,411,3478,318955,11390,7691,732,653,2314,307565,136088,154400,671,8929,24,412,7041,194,6847,175593
2013,Andrew County,Missouri,17319,8493,8826,962,916,1436,1161,980,1803,2146,2657,1399,999,1594,821,445,41.9,13246,12713,3551,2860,13246,6377,6869,2860,1202,1658,17319,17090,229,17090,16823,125,74,46,0,0,7,35,0,10,0,0,25,0,29,3,0,0,0,0,0,0,33,229,96,80,7,2,17319,17050,251,184,42,0,49,17319,336,268,0,22,46,16983,16569,112,49,35,0,7,211,0,211,7275
2013,Butler County,Missouri,42946,20683,22263,2783,2523,3166,2589,2508,5071,5278,5944,2882,2899,3970,2387,946,40.4,32892,31126,9091,7303,32892,15541,17351,7303,3238,4065,42946,41746,1200,41746,38972,2123,148,83,0,0,0,246,89,102,26,8,9,0,29,23,12,0,0,0,0,0,257,1200,497,462,91,64,42946,40108,2684,674,405,68,275,42946,707,535,10,0,162,42239,38492,2123,125,246,0,63,1190,8,1182,19668
2013,Carroll County,Missouri,9216,4474,4742,500,546,707,644,512,940,1107,1264,622,612,912,581,269,41.8,7023,6734,2142,1762,7023,3353,3670,1762,783,979,9216,8989,227,8989,8840,90,1,1,0,0,0,9,0,0,9,0,0,0,29,33,0,0,0,0,0,0,49,227,118,38,45,0,9216,9049,211,57,72,8,49,9216,121,106,2,0,13,9095,8768,90,1,9,0,0,227,0,227,4616
2013,Daviess County,Missouri,8347,4179,4168,590,622,588,574,431,848,962,1093,595,573,854,459,158,40.8,6168,5871,1807,1471,6168,3064,3104,1471,711,760,8347,8234,113,8234,8133,37,43,22,0,0,0,7,0,0,7,0,0,0,29,61,0,0,0,0,0,0,14,113,16,35,8,6,8347,8236,68,93,19,6,49,8347,100,59,22,3,16,8247,8090,37,41,7,0,0,72,2,70,4170
2013,Holt County,Missouri,4771,2364,2407,257,282,241,244,233,483,535,730,358,373,474,370,191,46.5,3837,3688,1253,1035,3837,1876,1961,1035,448,587,4771,4727,44,4727,4638,31,36,0,0,0,0,18,0,3,7,1,1,2,29,87,4,0,0,0,0,0,4,44,30,12,2,0,4771,4682,61,48,20,0,4,4771,12,11,1,0,0,4759,4631,31,36,18,0,0,43,0,43,2799
2013,Christian County,Missouri,78724,38287,40437,5660,6119,6005,5203,4185,10295,11024,11075,4668,4359,6085,3205,841,36.9,57508,54799,12723,10131,57508,27595,29913,10131,4565,5566,78724,77025,1699,77025,75538,460,326,122,64,0,0,336,0,20,54,12,226,24,29,43,0,0,0,0,0,0,365,1699,394,688,351,7,78724,77210,929,1189,778,50,415,78724,2042,1480,109,42,411,76682,74014,460,223,336,0,11,1638,2,1636,31812
2013,Ripley County,Missouri,14071,6917,7154,847,873,995,894,791,1488,1654,2036,862,995,1513,872,251,42.1,10774,10333,3226,2636,10774,5218,5556,2636,1247,1389,14071,13753,318,13753,13624,20,70,0,0,0,0,21,0,0,21,0,0,0,29,181,0,0,0,0,0,0,18,318,92,226,0,0,14071,13942,112,296,21,0,18,14071,154,65,7,15,67,13917,13486,11,70,21,0,18,311,0,311,6573
2013,Warren County,Missouri,32667,16301,16366,2149,2377,2137,2122,1649,4116,3819,5106,2257,1876,3080,1562,417,40.1,24554,23495,6017,5059,24554,12120,12434,5059,2346,2713,32667,31944,723,31944,30754,590,40,7,0,0,3,79,10,55,14,0,0,0,29,219,0,32,0,0,16,16,449,723,340,248,123,0,32667,31477,930,288,202,39,454,32667,982,801,13,30,138,31685,30237,590,40,79,32,25,682,5,677,14743
2013,Washington County,Missouri,25135,12848,12287,1560,1591,1757,1563,1437,3120,3303,3972,1746,1549,2175,1085,277,40.2,19241,18370,4388,3537,19241,9918,9323,3537,1696,1841,25135,24821,314,24821,24049,492,126,66,0,2,0,67,0,19,0,0,0,48,29,221,0,10,0,0,10,0,77,314,127,113,23,11,25135,24319,630,261,123,32,84,25135,274,207,0,31,36,24861,23852,492,126,67,10,0,314,7,307,10915
2013,DeKalb County,Missouri,12873,8093,4780,570,381,869,667,860,2038,2025,2110,925,564,968,512,384,40.2,10635,10144,2148,1864,10635,6918,3717,1864,846,1018,12873,12404,469,12404,10890,1316,51,10,0,0,0,101,17,0,7,0,70,3,29,63,4,0,0,0,0,0,46,469,46,275,4,101,12873,11251,1490,465,119,2,51,12873,235,166,0,20,49,12638,10706,1316,51,101,0,0,464,0,464,4317
2013,Harrison County,Missouri,8871,4438,4433,646,597,603,514,422,958,883,1252,610,529,929,640,288,43.0,6696,6430,2156,1857,6696,3255,3441,1857,810,1047,8871,8780,91,8780,8683,66,9,0,0,0,0,2,0,0,2,0,0,0,29,81,0,10,9,1,0,0,10,91,40,37,12,0,8871,8774,106,47,15,10,11,8871,151,137,0,0,14,8720,8550,66,6,2,10,0,86,0,86,4391
2013,Lafayette County,Missouri,33188,16476,16712,2008,2084,2387,2347,1806,3633,3936,5153,2271,2031,2923,1993,616,40.7,25186,24045,6605,5532,25186,12328,12858,5532,2469,3063,33188,32489,699,32489,31337,890,111,2,0,0,0,58,0,58,0,0,0,0,29,107,0,8,0,0,8,0,85,699,425,176,16,1,33188,32035,1352,324,94,52,86,33188,780,539,114,0,127,32408,30783,890,34,58,8,5,630,0,630,14686
2013,Adair County,Missouri,25573,12146,13427,1316,1235,1459,3758,3878,2571,2437,2910,1312,1314,1836,986,561,29.0,20688,16712,4278,3383,20688,9648,11040,3383,1429,1954,25573,25245,328,25245,24107,504,91,18,0,47,0,412,63,133,41,0,45,91,29,1,39,93,43,0,0,50,38,328,33,97,98,0,25573,24401,543,204,542,168,57,25573,562,265,26,29,242,25011,23619,504,91,400,93,21,283,8,275,11259
2013,Scotland County,Missouri,4859,2423,2436,416,390,354,295,305,521,481,639,282,284,459,254,179,39.2,3474,3350,1048,892,3474,1692,1782,892,395,497,4859,4842,17,4842,4837,5,0,0,0,0,0,0,0,0,0,0,0,0,29,199,0,0,0,0,0,0,0,17,0,8,0,0,4859,4854,7,10,7,7,0,4859,75,57,0,0,18,4784,4769,5,0,0,0,0,10,0,10,2354
2013,Sullivan County,Missouri,6611,3392,3219,399,507,396,409,330,785,780,952,391,479,625,406,152,41.0,5043,4819,1533,1183,5043,2554,2489,1183,530,653,6611,6463,148,6463,6144,97,12,0,0,0,0,77,0,8,58,7,0,0,29,211,4,0,0,0,0,0,133,148,54,38,21,13,6611,6277,169,63,103,22,146,6611,1215,871,101,29,214,5396,5091,97,11,74,0,0,123,0,123,3342
2013,Clark County,Missouri,7035,3534,3501,443,457,492,450,355,726,807,1039,496,496,692,387,195,43.4,5355,5069,1544,1274,5355,2655,2700,1274,580,694,7035,6948,87,6948,6879,30,11,3,0,0,0,11,0,0,3,0,3,5,29,45,0,0,0,0,0,0,17,87,30,49,0,0,7035,6966,64,64,11,0,21,7035,40,40,0,0,0,6995,6860,30,11,11,0,0,83,0,83,3465
2013,Jasper County,Missouri,116803,57016,59787,8789,8178,8345,8018,8618,16144,14605,15197,7143,6206,8369,5114,2077,35.2,86815,82055,19209,15560,86815,41830,44985,15560,6657,8903,116803,113173,3630,113173,106266,2351,1581,807,0,9,24,1025,168,174,327,7,9,180,29,97,160,306,122,33,0,151,1644,3630,984,1640,471,128,116803,109657,3519,3430,1534,377,1955,116803,8196,4538,130,24,3504,108607,100210,2271,1571,1011,273,103,3168,47,3121,50686
2013,Lewis County,Missouri,10193,5106,5087,633,684,648,760,851,1105,1114,1450,675,567,897,563,246,38.8,7810,7312,2029,1706,7810,3844,3966,1706,764,942,10193,9985,208,9985,9629,268,28,11,0,0,7,21,0,0,21,0,0,0,29,111,0,11,11,0,0,0,28,208,113,42,37,0,10193,9837,384,73,58,11,41,10193,165,160,0,0,5,10028,9491,268,28,21,11,3,206,13,193,4515
2013,McDonald County,Missouri,22892,11507,11385,1709,1703,1815,1663,1318,2759,2966,3273,1402,1323,1830,815,316,36.7,16568,15733,3731,2961,16568,8310,8258,2961,1387,1574,22892,22118,774,22118,20469,284,502,195,0,0,32,265,0,42,0,0,0,0,29,119,223,302,0,0,0,302,296,774,58,675,0,7,22892,21230,357,1186,271,302,322,22892,2577,2183,0,27,367,20315,18375,269,501,265,302,21,582,0,582,9865
2013,Perry County,Missouri,19001,9518,9483,1206,1121,1579,1222,1112,2189,2377,2766,1361,1066,1526,1051,425,39.8,14293,13517,3541,3002,14293,7014,7279,3002,1300,1702,19001,18788,213,18788,18537,90,24,19,0,0,0,82,0,0,13,49,12,0,29,157,8,0,0,0,0,0,55,213,11,140,35,0,19001,18750,101,164,117,0,82,19001,352,322,20,0,10,18649,18261,90,24,82,0,0,192,6,186,8551
2013,Polk County,Missouri,31088,15244,15844,1902,2151,2050,2651,2509,3274,3539,4261,1702,1891,2750,1652,756,38.5,23573,21822,6492,5158,23573,11377,12196,5158,2300,2858,31088,30432,656,30432,29894,223,86,21,1,0,6,113,6,37,23,42,0,0,29,167,5,0,0,0,0,0,116,656,143,258,115,0,31088,30541,390,380,256,104,116,31088,614,518,0,0,96,30474,29408,222,86,113,0,12,633,0,633,13249
2013,Ray County,Missouri,23290,11583,11707,1401,1291,1959,1620,1190,2498,2956,3756,1478,1573,2110,1066,392,40.6,17564,16789,4485,3568,17564,8648,8916,3568,1636,1932,23290,22770,520,22770,22320,255,44,29,0,0,0,67,33,0,0,22,0,9,29,177,3,4,0,0,4,0,80,520,95,240,40,0,23290,22831,386,313,108,83,117,23290,458,252,160,0,46,22832,22052,255,44,67,4,0,410,0,410,9957
2013,Marion County,Missouri,28804,13832,14972,1996,1762,2023,1851,1912,3455,3446,3984,1956,1750,2314,1559,796,39.5,21977,20789,5485,4669,21977,10382,11595,4669,1944,2725,28804,28421,383,28421,26350,1714,118,26,0,0,0,200,40,14,43,27,0,50,29,127,26,7,7,0,0,0,32,383,174,72,8,28,28804,26689,1958,241,254,9,90,28804,414,341,0,0,73,28390,26171,1582,118,200,7,0,312,0,312,12833
2013,Osage County,Missouri,13842,7238,6604,835,911,1069,1035,844,1484,1776,2104,909,746,1118,720,291,39.8,10431,9760,2599,2129,10431,5468,4963,2129,972,1157,13842,13801,41,13801,13675,118,2,0,0,0,0,4,0,4,0,0,0,0,29,151,0,2,2,0,0,0,0,41,0,36,5,0,13842,13716,118,38,9,2,0,13842,88,73,0,1,14,13754,13598,118,2,4,2,0,30,0,30,6558
2013,Mercer County,Missouri,3749,1871,1878,237,271,246,235,168,351,416,555,233,280,378,267,112,43.8,2828,2737,921,757,2828,1396,1432,757,351,406,3749,3716,33,3716,3671,18,2,0,0,0,0,21,4,0,5,7,5,0,29,129,0,0,0,0,0,0,4,33,6,10,13,0,3749,3704,24,12,38,0,8,3749,39,34,5,0,0,3710,3640,18,2,21,0,0,29,0,29,2130
2013,Wright County,Missouri,18643,9108,9535,1197,1336,1377,1275,1030,1942,2073,2720,1196,1219,1835,1057,386,40.5,13881,13176,3953,3278,13881,6694,7187,3278,1463,1815,18643,18386,257,18386,17933,97,54,22,0,0,0,91,0,2,89,0,0,0,29,229,0,0,0,0,0,0,211,257,12,211,34,0,18643,18190,109,265,125,0,211,18643,272,268,2,0,2,18371,17880,95,48,91,0,3,254,0,254,8646
2013,Clay County,Missouri,225116,110163,114953,15861,16947,15373,14398,13327,32286,32156,32511,14189,11913,14815,7852,3488,36.3,167559,159685,32843,26155,167559,80696,86863,26155,11268,14887,225116,217819,7297,217819,197453,11604,590,177,51,0,15,4700,384,564,579,90,350,2009,29,47,724,521,31,0,19,471,2951,7297,2082,2015,1238,202,225116,204143,14613,3215,6226,873,3937,225116,13695,9913,889,718,2175,211421,187971,11340,460,4556,521,523,6050,96,5954,93817
2013,Madison County,Missouri,12350,6077,6273,779,843,762,819,726,1359,1450,1773,941,611,1269,776,242,41.2,9430,8987,2664,2287,9430,4540,4890,2287,1020,1267,12350,12193,157,12193,12022,19,21,19,0,0,0,99,0,0,96,3,0,0,29,123,0,7,0,0,7,0,25,157,37,106,0,0,12350,12170,56,132,113,16,25,12350,240,96,0,133,11,12110,11863,17,21,90,7,0,112,0,112,5951
2013,Vernon County,Missouri,20990,10125,10865,1370,1326,1676,1566,1116,2315,2352,2999,1439,1349,1864,1154,464,40.8,15690,14759,4285,3482,15690,7353,8337,3482,1529,1953,20990,20659,331,20659,20263,152,77,22,0,0,3,132,0,58,30,0,7,3,29,217,34,4,0,0,4,0,31,331,3,284,14,5,20990,20573,160,366,166,24,36,20990,366,345,6,0,15,20624,19927,152,77,132,4,20,312,0,312,9461
2013,Nodaway County,Missouri,23347,11767,11580,1120,1224,1047,2964,4397,2576,2079,2563,1296,988,1534,927,632,28.3,19200,15978,3660,3093,19200,9597,9603,3093,1363,1730,23347,23165,182,23165,22162,633,71,41,0,0,4,236,0,33,30,41,52,62,29,147,18,29,29,0,0,0,34,182,65,50,24,0,23347,22339,708,127,283,49,47,23347,472,342,98,5,27,22875,21793,601,53,236,29,2,161,6,155,9531
2013,Chariton County,Missouri,7730,3818,3912,467,486,482,454,339,782,787,1149,666,433,802,579,304,45.7,5994,5720,1950,1685,5994,2921,3073,1685,736,949,7730,7659,71,7659,7462,176,6,4,0,0,0,14,11,0,3,0,0,0,29,41,0,0,0,0,0,0,1,71,41,19,3,3,7730,7530,220,28,17,2,4,7730,50,22,2,1,25,7680,7425,174,4,11,0,0,66,3,63,4168
2013,Wayne County,Missouri,13437,6723,6714,692,681,857,835,712,1210,1518,2063,1028,981,1720,866,274,46.4,10650,10183,3447,2860,10650,5252,5398,2860,1407,1453,13437,13230,207,13230,13035,86,82,33,0,0,22,8,0,0,0,0,8,0,29,223,0,4,0,0,4,0,15,207,37,111,20,1,13437,13241,124,194,28,42,15,13437,155,87,31,0,37,13282,12941,86,36,8,4,0,207,0,207,8017
2013,Scott County,Missouri,39216,18955,20261,2705,2520,2753,2660,2342,4737,4883,5542,2768,2264,3467,1975,600,39.5,29590,27987,7331,6042,29590,13975,15615,6042,2565,3477,39216,38540,676,38540,33806,4396,95,26,0,0,0,166,29,14,61,0,24,30,29,201,8,0,0,0,0,0,77,676,347,249,27,0,39216,34476,4779,344,193,0,130,39216,755,670,24,0,61,38461,33186,4396,87,166,0,9,617,6,611,16958
2013,Barton County,Missouri,12378,6114,6264,806,848,947,855,603,1402,1343,1789,852,738,1120,794,281,40.6,9193,8713,2629,2195,9193,4458,4735,2195,969,1226,12378,12180,198,12180,11686,18,118,38,0,8,0,158,0,84,74,0,0,0,29,11,0,0,0,0,0,0,200,198,17,158,0,0,12378,11884,37,278,158,19,202,12378,259,116,0,0,143,12119,11631,18,114,158,0,0,198,2,196,5593
2013,Cedar County,Missouri,13903,6946,6957,802,1000,874,883,637,1335,1527,1799,942,1022,1683,957,442,43.7,10648,10185,3461,3082,10648,5202,5446,3082,1426,1656,13903,13607,296,13607,13457,22,9,0,0,0,0,112,0,88,19,0,0,0,29,39,5,1,1,0,0,0,6,296,26,207,56,7,13903,13746,55,223,168,1,6,13903,149,141,0,0,8,13754,13316,21,9,112,1,5,290,0,290,7179
2013,Gasconade County,Missouri,15083,7418,7665,780,949,932,938,725,1441,1663,2368,1130,1065,1586,1036,470,45.6,11802,11282,3709,3092,11802,5753,6049,3092,1349,1743,15083,14962,121,14962,14769,71,54,18,0,0,0,49,19,14,16,0,0,0,29,73,0,0,0,0,0,0,19,121,23,46,12,0,15083,14865,94,100,92,25,34,15083,169,123,2,0,44,14914,14619,71,54,49,0,0,121,9,112,8159
2013,Macon County,Missouri,15545,7532,8013,987,995,1082,1020,747,1639,1739,2127,1103,1008,1584,1036,478,42.5,11824,11279,3771,3098,11824,5677,6147,3098,1354,1744,15545,15443,102,15443,14771,507,78,18,0,0,0,73,0,30,6,34,0,0,29,121,3,0,0,0,0,0,14,102,27,35,2,0,15545,14849,540,126,99,17,22,15545,166,85,42,0,39,15379,14677,467,78,73,0,0,84,0,84,7637
2013,Oregon County,Missouri,10935,5380,5555,613,669,685,706,569,930,1239,1629,910,767,1305,621,292,45.2,8506,8083,2769,2218,8506,4168,4338,2218,1031,1187,10935,10702,233,10702,10493,19,133,16,0,0,0,27,0,15,12,0,0,0,29,149,0,0,0,0,0,0,30,233,9,140,24,0,10935,10690,28,290,77,26,64,10935,147,94,26,0,27,10788,10401,19,133,27,0,9,199,0,199,5453
2013,Ste. Genevieve County,Missouri,17996,9094,8902,961,1044,1349,1212,1002,1846,2138,2934,1490,1083,1578,946,413,42.8,13880,13167,3543,2937,13880,6990,6890,2937,1360,1577,17996,17956,40,17956,17593,157,6,0,0,0,0,0,0,0,0,0,0,0,29,186,0,190,0,0,0,190,10,40,12,25,3,0,17996,17633,169,31,3,190,10,17996,158,64,2,4,88,17838,17435,157,6,0,190,10,40,0,40,8607
2013,Douglas County,Missouri,13647,6778,6869,808,706,950,1090,499,1252,1426,1997,1137,975,1585,987,235,45.8,10638,9942,3422,2807,10638,5216,5422,2807,1309,1498,13647,13581,66,13581,13441,11,59,24,12,0,0,0,0,0,0,0,0,0,29,67,0,0,0,0,0,0,70,66,0,56,10,0,13647,13507,11,115,10,0,70,13647,123,76,0,0,47,13524,13370,11,59,0,0,18,66,0,66,6487
2013,Henry County,Missouri,22183,10832,11351,1221,1460,1443,1267,1125,2418,2535,3278,1765,1273,2408,1443,547,44.0,17220,16516,5171,4398,17220,8334,8886,4398,2008,2390,22183,21895,288,21895,21409,290,74,57,1,0,6,26,0,0,6,6,0,14,29,83,0,47,43,0,0,4,49,288,18,202,13,0,22183,21642,308,276,94,102,49,22183,399,303,4,4,88,21784,21055,290,74,26,43,8,288,0,288,10875
2013,Lawrence County,Missouri,38488,19048,19440,2559,2875,2792,2733,1955,4247,4822,5343,2613,2178,3429,2243,699,39.7,28459,27005,7568,6371,28459,13887,14572,6371,2863,3508,38488,37952,536,37952,36628,166,303,140,19,53,0,196,24,0,172,0,0,0,29,109,0,0,0,0,0,0,659,536,53,452,0,0,38488,37164,219,755,196,0,690,38488,2511,2061,86,0,364,35977,34887,166,303,196,0,0,425,2,423,16572
2013,Pulaski County,Missouri,52795,29588,23207,3963,3540,2962,6552,7605,9244,6046,5325,2222,1605,2156,1056,519,26.9,40317,33539,4697,3731,40317,23253,17064,3731,1611,2120,52795,50417,2378,50417,40759,6067,608,77,0,83,61,1534,77,43,127,85,684,62,29,169,456,302,7,96,98,101,1147,2378,889,402,433,100,52795,42688,7305,1152,2179,449,1443,52795,5030,2443,1481,78,1028,47765,37829,5775,485,1467,302,54,1853,57,1796,17973
2013,Gentry County,Missouri,6774,3293,3481,461,408,484,455,367,750,717,963,410,389,642,460,268,41.6,5129,4912,1626,1370,5129,2474,2655,1370,579,791,6774,6745,29,6745,6649,40,23,16,0,0,0,15,0,4,11,0,0,0,29,75,0,5,0,5,0,0,13,29,4,9,4,0,6774,6671,44,32,26,12,18,6774,46,44,0,0,2,6728,6621,40,23,15,5,0,24,0,24,3203
2013,Texas County,Missouri,25830,13199,12631,1605,1595,1422,1646,1689,2888,2898,3800,1826,1749,2592,1681,439,42.2,20183,19162,5674,4712,20183,10383,9800,4712,2173,2539,25830,25083,747,25083,24059,696,201,116,0,0,0,18,0,1,10,2,2,0,29,215,3,0,0,0,0,0,109,747,40,524,105,20,25830,24776,780,764,130,0,151,25830,462,355,60,0,47,25368,23750,668,197,18,0,8,727,15,712,11617
